cod_ibge,total_familias,renda_media_pc
2210953,105,227.92380952380952
2210979,86,321.33720930232556
2211001,19119,207.9400073225587
2211100,2324,105.44492254733218
2211209,499,148.1563126252505
2211308,617,349.4602917341977
2211357,197,134.13197969543148
2211407,148,184.25
2211506,129,251.02325581395348
2211605,99,268.19191919191917
2211704,127,141.59055118110237
2300101,148,214.99324324324326
2300150,141,198.90070921985816
2300200,2798,89.19549678341673
2300309,2756,151.3320029027576
2300408,208,191.05769230769232
2300507,124,438.33870967741933
2300606,115,206.97391304347826
2300705,176,322.1931818181818
2300754,1940,147.94432989690722
2300804,157,321.2356687898089
2300903,207,174.7584541062802
2301000,3378,198.9449378330373
2301109,2665,224.06791744840524
2301208,1586,182.94010088272384
2301257,152,256.80263157894734
2301307,1239,272.0080710250202
2301406,163,177.53374233128835
2301505,78,245.87179487179486
2301604,1417,170.23288637967536
2301703,1287,225.33721833721833
2301802,73,144.17808219178082
2301851,201,268.93532338308455
2301901,2470,251.89635627530365
2301950,220,165.08636363636364
2302008,247,203.16194331983806
2302057,213,154.4694835680751
2302107,2174,225.4333026678933
2302206,2907,135.07843137254903
2302305,1476,186.3231707317073
2302404,2691,143.36752136752136
2302503,1897,115.54876120189773
2302602,3055,205.24255319148935
2302701,1573,309.170375079466
2302800,4393,243.15820623719554
2302909,230,243.98260869565217
2303006,214,105.02803738317758
2303105,227,251.79735682819384
2303204,1438,180.28650904033378
2303303,247,233.78137651821862
2303402,178,221.02247191011236
2303501,3525,227.66468085106382
2303600,143,333.8041958041958
2303659,126,217.03174603174602
2303709,10460,240.44521988527725
2303808,1398,273.11158798283265
2303907,164,202.10365853658536
2303931,153,203.9281045751634
2303956,1121,212.99821587867976
2304004,1297,191.48419429452582
2304103,3144,268.29739185750634
2304202,5019,242.91113767682805
2304236,244,198.6639344262295
2304251,1166,156.73327615780445
2304269,146,334.26027397260276
2304277,84,371.6547619047619
2304285,1848,207.62445887445887
2304301,25,245.92
2304350,1203,225.75477971737322
2304400,73396,248.5088560684506
2304459,200,275.59
2304509,182,225.93406593406593
2304608,97,200.38144329896906
2304657,176,217.8806818181818
2304707,2464,164.95941558441558
2304806,45,256.02222222222224
2304905,111,284.7567567567568
2304954,1273,228.84681853888452
2305001,1838,129.95647442872686
2305100,75,301.1066666666667
2305209,229,238.39737991266375
2305233,2706,300.389874353289
2305266,182,209.9835164835165
2305308,1104,217.58876811594203
2305332,184,231.10326086956522
2305357,1173,225.28218243819268
2305407,3408,158.02640845070422
2305506,4214,271.1343141907926
2305605,1694,213.12396694214877
2305654,132,247.3030303030303
2305704,177,146.9774011299435
2305803,2175,185.08229885057472
2305902,1957,260.0281042411855
2306009,204,343.6078431372549
2306108,1464,171.55601092896174
2306207,115,266.9304347826087
2306256,1478,282.0385656292287
2306306,2275,217.59956043956043
2306405,5908,156.3385240352065
2306504,240,241.03333333333333
2306553,2035,127.44914004914006
2306603,1312,218.6890243902439
2306702,1334,331.1424287856072
2306801,133,248.98496240601503
2306900,1497,234.86706746826988
