cod_ibge,total_familias,renda_media_pc
2307007,2060,208.20970873786408
2307106,1306,194.0895865237366
2307205,74,253.7027027027027
2307254,180,227.3111111111111
2307304,10392,314.7464395688992
2307403,1306,189.88820826952528
2307502,1834,213.45965103598692
2307601,2448,194.05024509803923
2307635,216,190.25462962962962
2307650,7758,266.89120907450376
2307700,4857,237.71649166151946
2307809,1299,177.30408006158584
2307908,151,188.1456953642384
2308005,1649,207.4936325045482
2308104,2513,178.71110226820534
2308203,172,283.36046511627904
2308302,1647,198.2635094110504
2308351,190,298.1736842105263
2308377,151,210.49668874172184
2308401,1724,204.21403712296984
2308500,2020,223.33861386138614
2308609,1163,178.92605331040411
2308708,3666,197.461811238407
2308807,118,147.9322033898305
2308906,241,169.3941908713693
2309003,143,229.5874125874126
2309102,120,214.0
2309201,35,247.71428571428572
2309300,1397,243.84466714387975
2309409,1694,173.4805194805195
2309458,1436,211.56615598885793
2309508,1384,117.6228323699422
2309607,2537,223.1119432400473
2309706,2487,250.68073984720547
2309805,139,221.69064748201438
2309904,86,275.1511627906977
2310001,125,235.152
2310100,175,195.89142857142858
2310209,1495,176.01538461538462
2310258,1398,190.9907010014306
2310308,1529,307.2177894048398
2310407,149,200.16778523489933
2310506,2591,256.58587417985336
2310605,128,152.015625
2310704,1751,238.33123929183324
2310803,203,176.4729064039409
2310852,1175,274.7123404255319
2310902,206,315.7669902912621
2310951,118,253.5084745762712
2311009,143,214.54545454545453
2311108,173,184.83236994219652
2311207,114,216.66666666666666
2311231,85,247.56470588235294
2311264,1208,273.7417218543046
2311306,4238,232.30273714016045
2311355,205,253.74146341463415
2311405,3584,251.94838169642858
2311504,1186,298.7344013490725
2311603,1296,210.16126543209876
2311702,216,242.375
2311801,3011,276.1567585519761
2311900,186,216.8494623655914
2311959,206,214.59223300970874
2312007,1720,176.53546511627906
2312106,39,168.97435897435898
2312205,2580,277.0267441860465
2312304,1925,201.5194805194805
2312403,2235,195.18881431767338
2312502,114,459.29824561403507
2312601,42,271.07142857142856
2312700,1385,217.72418772563177
2312809,73,113.76712328767124
2312908,8043,253.3840606738779
2313005,195,256.79487179487177
2313104,1589,256.38388923851477
2313203,1669,256.37567405632115
2313252,106,253.29245283018867
2313302,2097,262.81211254172626
2313351,1230,179.40731707317073
2313401,3725,163.92214765100672
2313500,2939,140.51275944198707
2313559,198,158.41414141414143
2313609,1622,205.1750924784217
2313708,110,235.1090909090909
2313757,193,95.7720207253886
2313807,1262,151.4928684627575
2313906,168,161.2797619047619
2313955,191,282.9371727748691
2314003,1963,184.12480896586857
2314102,3144,156.84764631043257
2400109,315,298.74603174603175
2400208,2932,225.05661664392906
2400307,341,147.00293255131965
2400406,92,200.9673913043478
2400505,405,175.13827160493827
2400604,177,216.7683615819209
2400703,229,124.99126637554585
2400802,299,198.9297658862876
2400901,291,211.8591065292096
2401008,2417,224.46007447248655
2401107,497,195.9758551307847
2401206,88,308.0
2401305,450,190.26888888888888
2401404,234,196.25213675213675
2401453,1641,253.06215722120658
2401503,109,177.58715596330276
2401602,195,182.6974358974359
2401651,95,176.2842105263158
2401701,266,231.24812030075188
2401800,371,273.4231805929919
2401859,164,140.1341463414634
2401909,111,184.02702702702703
2402006,2773,279.5952380952381
2402105,325,173.32923076923078
2402204,1904,154.0829831932773
2402303,1536,227.806640625
2402402,236,440.22457627118644
2402501,339,135.04424778761063
2402600,2682,224.10029828486205
2402709,245,163.86938775510205
2402808,214,226.17757009345794
2402907,151,243.66887417218544
2403004,247,322.8218623481781
2403103,2312,288.49870242214536
2403202,232,254.60775862068965
2403251,5843,327.30480917336985
2403301,180,215.25555555555556
2403400,237,232.37552742616035
2403509,232,108.19396551724138
2403608,1566,201.13409961685824
2403707,223,294.90582959641256
2403756,105,163.59047619047618
2403806,275,297.6109090909091
2403905,109,343.9816513761468
2404002,161,267.4099378881988
2404101,54,305.7037037037037
2404200,130,208.01538461538462
2404309,390,212.5102564102564
2404408,294,222.08843537414967
2404507,531,249.4030131826742
2404606,63,114.5079365079365
2404705,488,320.5553278688525
2404804,67,326.4925373134328
2404853,280,274.2392857142857
2404903,210,270.29047619047617
2405009,262,105.87404580152672
2405108,169,166.85207100591717
2405207,120,224.75
2405306,255,123.45882352941176
2405405,249,138.77510040160644
2405504,90,137.43333333333334
2405603,409,213.11980440097798
2405702,334,390.17664670658684
2405801,1941,127.98042246264812
2405900,72,185.65277777777777
2406007,215,375.5581395348837
2406106,487,213.89527720739218
2406155,132,252.50757575757575
2406205,219,193.08219178082192
2406304,240,209.96666666666667
2406403,118,282.35593220338984
2406502,416,186.8533653846154
2406601,367,121.62125340599455
2406700,277,267.3140794223827
2406809,212,252.50943396226415
2406908,123,217.71544715447155
2407005,310,192.69032258064516
2407104,3253,244.13218567476176
2407203,597,226.0318257956449
2407252,141,247.82978723404256
2407302,266,180.78947368421052
2407401,210,197.0047619047619
2407500,50,265.86
2407609,186,330.2795698924731
2407708,359,148.89136490250695
2407807,1056,298.01420454545456
2407906,91,218.03296703296704
2408003,11039,309.84871818099464
2408102,15067,206.13884648569723
2408201,1139,238.91132572431957
2408300,2249,140.75411293908402
2408409,136,279.8014705882353
2408508,135,333.73333333333335
2408607,145,287.80689655172415
2408706,131,293.98473282442745
2408805,180,164.78333333333333
2408904,556,309.4730215827338
2408953,333,131.91591591591592
2409100,363,157.45730027548208
2409209,101,229.05940594059405
2409308,429,179.98598130841123
2409332,216,229.14814814814815
2409407,1588,293.80982367758185
2409506,122,149.21311475409837
2409605,82,149.85365853658536
2409704,181,255.86187845303868
2409803,359,147.77437325905294
2409902,290,178.42758620689656
2410009,136,262.6985294117647
2410108,349,147.11461318051576
2410207,242,303.57851239669424
2410256,196,273.08673469387753
2410306,309,229.5242718446602
2410405,305,135.16065573770493
2410504,145,226.41379310344828
2410603,91,215.7912087912088
2410702,74,167.2972972972973
2410801,150,272.8066666666667
2410900,236,281.22033898305085
2411007,121,285.11570247933884
2411056,125,257.232
2411106,98,409.40816326530614
2411205,1883,250.76473712161444
2411403,386,282.89896373056996
2411429,106,358.49056603773585
2411502,1509,182.24320742213385
2411601,172,208.66860465116278
2411700,169,211.06508875739644
2411809,114,349.2543859649123
2411908,127,230.0236220472441
2412005,3699,233.88861854555284
2412104,171,300.89473684210526
2412203,1735,234.45129682997117
2412302,338,175.52958579881656
2412401,124,387.1290322580645
2412500,1418,216.82299012693935
2412559,240,195.95416666666668
2412609,572,242.48426573426573
2412708,208,231.54326923076923
2412807,237,196.24894514767934
2412906,426,295.35915492957747
2413003,175,271.4342857142857
2413102,238,189.9075630252101
2413201,113,286.4867256637168
2413300,183,263.1256830601093
2413359,337,153.49851632047478
2413409,206,267.1650485436893
2413508,212,168.4245283018868
2413557,143,231.0909090909091
2413607,231,261.6190476190476
2413706,176,316.89772727272725
2413805,75,270.73333333333335
2413904,315,140.56190476190477
2414001,412,145.8495145631068
2414100,258,234.22093023255815
2414159,187,253.50802139037432
2414209,261,247.69731800766283
2414308,61,339.1311475409836
2414407,1847,167.8088792636708
2414456,124,140.82258064516128
2414506,340,220.12941176470588
2414605,429,238.96270396270396
2414704,183,250.82513661202185
2414753,143,331.94405594405595
2414803,72,210.25
2414902,81,292.28395061728395
2415008,76,129.52631578947367
2500106,343,228.96793002915453
2500205,206,370.247572815534
2500304,1801,172.39922265408106
2500403,472,198.57838983050848
2500502,460,118.7891304347826
2500536,38,224.42105263157896
2500577,62,121.62903225806451
2500601,1103,169.01359927470534
2500700,503,165.89264413518887
2500734,83,277.7951807228916
2500775,301,317.8936877076412
2500809,574,125.15853658536585
2500908,414,159.27777777777777
2501005,482,135.3713692946058
2501104,643,138.60186625194402
2501153,78,172.98717948717947
2501203,225,204.93333333333334
2501302,1106,180.1130198915009
2501351,146,119.71232876712328
2501401,259,112.02702702702703
2501500,623,135.01444622792937
2501534,179,214.60335195530726
2501575,75,162.32
2501609,533,217.96435272045028
2501708,211,119.82464454976304
2501807,3754,190.43500266382526
2501906,535,210.192523364486
2502003,247,196.94736842105263
2502052,96,180.35416666666666
2502102,240,172.3625
2502151,75,262.05333333333334
2502201,86,200.4418604651163
2502300,222,325.7927927927928
2502409,270,118.5111111111111
2502508,186,159.5
2502607,229,222.53711790393012
2502706,151,184.58278145695365
2502805,380,202.25526315789475
2502904,208,200.6875
2503001,1124,147.5702846975089
2503100,166,237.68072289156626
2503209,2166,148.3000923361034
2503308,291,218.53951890034364
2503407,134,157.7910447761194
2503506,525,138.54285714285714
2503555,249,147.19277108433735
2503605,225,165.24444444444444
2503704,3144,180.37754452926208
2503753,146,174.36301369863014
2503803,189,162.6984126984127
2503902,240,240.56666666666666
2504009,14555,383.30889728615597
2504033,201,154.9452736318408
2504074,169,242.72189349112426
2504108,96,140.875
2504157,220,150.47272727272727
2504207,152,108.16447368421052
2504306,1641,190.13650213284583
2504355,50,206.08
2504405,603,161.19237147595356
2504504,220,228.0818181818182
2504603,1496,138.1818181818182
2504702,227,221.0308370044053
2504801,479,135.18162839248436
2504850,114,282.9122807017544
2504900,206,165.6747572815534
2505006,244,141.08196721311475
2505105,1412,180.20113314447593
2505204,225,189.76444444444445
2505238,284,131.41197183098592
2505279,210,99.82857142857142
2505303,80,163.65
2505352,171,152.96491228070175
2505402,387,207.9922480620155
2505501,114,153.359649122807
2505600,206,135.88349514563106
2505709,302,175.71192052980132
2505808,141,148.19858156028369
2505907,112,198.44642857142858
2506004,2200,208.33772727272728
2506103,108,167.5
2506202,96,191.36458333333334
2506251,98,100.20408163265306
2506301,2436,226.05213464696223
2506400,427,126.35597189695551
2506509,113,223.79646017699116
2506608,207,211.80193236714976
2506707,309,99.02588996763754
2506806,1560,137.46858974358975
2506905,1734,174.260092272203
2507002,526,210.48859315589354
2507101,566,200.23144876325088
2507200,112,139.24107142857142
2507309,513,150.2046783625731
2507408,248,276.9233870967742
2507507,17847,194.998543172522
2507606,280,203.85
2507705,464,202.57543103448276
2507804,221,237.1764705882353
2507903,299,215.16053511705687
2508000,295,191.94915254237287
2508109,141,236.20567375886526
2508208,246,56.235772357723576
2508307,1170,248.37008547008546
2508406,98,261.5204081632653
2508505,242,116.32644628099173
2508554,113,230.3362831858407
2508604,129,247.33333333333334
2508703,142,208.90140845070422
2508802,204,261.171568627451
2508901,2515,151.27594433399602
2509008,378,179.56349206349208
2509057,274,135.12773722627736
2509107,1490,218.1731543624161
2509156,254,226.3464566929134
2509206,114,211.6315789473684
2509305,268,122.81716417910448
2509339,56,202.30357142857142
2509370,90,263.9
2509396,229,204.46724890829694
2509404,494,161.38663967611336
2509503,203,200.42857142857142
2509602,130,123.08461538461539
2509701,2170,201.85115207373272
2509800,319,137.62382445141066
2509909,83,182.53012048192772
2510006,269,203.99256505576207
2510105,339,97.61946902654867
2510204,221,109.03619909502262
2510303,120,196.30833333333334
2510402,233,233.72103004291844
2510501,130,266.96153846153845
2510600,127,310.1496062992126
2510659,49,236.26530612244898
2510709,88,199.98863636363637
2510808,4923,263.6043063172862
2510907,352,211.82954545454547
2511004,86,207.0581395348837
2511103,224,177.41517857142858
2511202,1451,215.5906271536871
2511301,529,141.98865784499054
2511400,529,136.5444234404537
2511509,322,121.17701863354037
2511608,271,152.02214022140222
2511707,215,158.66511627906976
2511806,335,247.41492537313434
2511905,175,93.03428571428572
2512002,524,133.12022900763358
2512036,103,132.95145631067962
2512077,143,227.5174825174825
2512101,1911,241.0675039246468
2512200,140,201.94285714285715
2512309,530,140.29622641509434
2512408,135,288.162962962963
2512507,1985,180.87052896725442
2512606,58,153.6206896551724
2512705,510,111.47647058823529
2512721,166,120.01204819277109
2512747,112,226.5
2512754,162,180.50617283950618
2512762,173,132.22543352601156
2512788,69,153.3913043478261
2512804,296,161.7668918918919
2512903,1203,112.00915141430949
2513000,106,116.93396226415095
2513109,372,141.11559139784947
2513158,67,165.92537313432837
2513208,183,302.4808743169399
2513307,267,155.90262172284645
2513356,123,126.5609756097561
2513406,491,302.10794297352345
2513505,120,165.65
2513604,225,196.73777777777778
2513653,94,245.75531914893617
2513703,4584,196.80820423303513
2513802,158,131.20253164556962
2513851,93,305.741935483871
2513901,1678,238.97377830750895
2513927,103,213.2233009708738
2513943,72,243.72222222222223
2513968,92,209.0108695652174
2513984,116,321.23275862068965
2514008,138,232.92028985507247
2514107,208,209.8221153846154
2514206,230,237.87391304347827
2514305,195,103.84102564102564
2514404,127,270.0
2514453,209,112.26315789473684
2514503,526,122.9657794676806
2514552,97,140.76288659793815
2514602,120,132.10833333333332
2514651,64,152.28125
2514701,142,356.59154929577466
2514800,128,235.640625
2514909,209,339.57416267942585
2515005,244,83.45081967213115
2515104,368,244.22282608695653
2515203,122,259.0245901639344
2515302,3629,177.28795811518324
2515401,343,134.17492711370264
2515500,496,252.31048387096774
2515609,73,201.27397260273972
2515708,108,172.25
2515807,69,146.65217391304347
2515906,210,211.17142857142858
2515930,114,176.74561403508773
2515971,259,108.52509652509653
2516003,1677,179.02325581395348
2516102,422,248.1611374407583
2516151,151,248.3841059602649
2516201,4676,224.964499572284
2516300,583,253.52144082332762
2516409,261,102.52107279693486
2516508,512,161.61328125
2516607,455,164.7010989010989
2516706,533,111.79737335834896
2516755,86,212.8139534883721
2516805,349,176.16045845272205
2516904,359,207.1699164345404
2517001,80,107.4625
2517100,105,388.8857142857143
2517209,184,264.5271739130435
2517407,89,270.70786516853934
2600054,5595,247.07149240393207
2600104,2082,287.8650336215178
2600203,1465,177.31331058020479
2600302,1380,196.64420289855073
2600401,1676,260.03341288782815
2600500,2771,141.1371346084446
2600609,168,187.83333333333334
2600708,2157,194.66805748725082
2600807,1360,166.81838235294117
2600906,211,167.11848341232226
2601003,114,210.19298245614036
2601052,983,166.9501525940997
2601102,4782,148.68255959849435
2601201,3033,256.43026706231456
2601300,127,180.9448818897638
2601409,2847,192.36178433438707
2601508,160,187.06875
2601607,1407,175.3958777540867
2601706,3851,198.87639574136588
2601805,144,164.47222222222223
2601904,3965,207.39974779319041
2602001,2307,182.67620286085827
2602100,2577,227.63678696158323
2602209,2186,110.9716247139588
2602308,2191,201.10862619808307
2602407,113,153.4513274336283
2602506,92,196.16304347826087
2602605,2758,198.62001450326323
2602704,168,203.69642857142858
2602803,2744,142.6271865889213
2602902,7220,219.72285318559557
2603009,2005,179.371072319202
2603108,200,179.555
2603207,1540,148.3461038961039
2603306,122,141.70491803278688
2603405,96,138.10416666666666
2603454,4537,268.88935419880977
2603504,211,169.00947867298578
2603603,104,195.29807692307693
2603702,1159,209.3097497842968
2603801,212,184.60849056603774
2603900,224,216.8125
2603926,165,197.0060606060606
2604007,3458,184.17813765182186
2604106,14086,314.54366037200055
2604155,175,176.5257142857143
2604205,2740,166.21496350364964
2604304,114,276.7543859649123
2604403,148,156.81756756756758
2604502,1215,162.91934156378602
2604601,218,229.14678899082568
2604700,201,176.3233830845771
2604809,181,283.56906077348066
2604908,1141,149.011393514461
2605004,1324,234.87990936555892
2605103,1980,185.10454545454544
2605152,195,287.45641025641027
2605202,3771,170.58753315649867
2605301,2041,176.17246447819696
2605400,1514,153.59577278731837
2605509,115,246.0782608695652
2605608,1335,199.15880149812733
2605707,1569,169.5889101338432
2605806,180,132.55555555555554
2605905,1440,214.5361111111111
2606002,6416,244.2373753117207
2606101,1484,181.28369272237197
2606200,3328,189.40655048076923
2606309,110,224.3181818181818
2606408,4327,186.46452507510978
2606507,1169,193.0590248075278
2606606,1559,211.7132777421424
2606705,90,258.06666666666666
2606804,4762,245.3845023099538
2606903,154,184.27272727272728
2607000,1260,64.88968253968254
2607109,58,122.8103448275862
2607208,3902,197.40697078421323
2607307,1536,180.24088541666666
2607406,40,291.95
2607505,1424,174.46699438202248
2607604,1055,197.95071090047392
2607653,1637,199.47159437996334
2607703,146,144.81506849315068
2607752,985,173.3969543147208
2607802,170,154.6764705882353
2607901,21695,243.59099290126304
2607950,148,190.33783783783784
2608008,1166,148.71440823327615
2608057,153,242.640522875817
2608107,1394,166.95337159253947
2608206,178,203.3988764044944
2608255,121,178.4297520661157
2608305,211,258.13744075829385
2608404,199,143.8894472361809
2608453,182,148.3846153846154
2608503,204,232.23529411764707
2608602,145,180.48275862068965
2608701,192,177.59895833333334
2608750,1245,245.44819277108434
2608800,2056,192.49902723735408
2608909,2847,196.7910080786793
2609006,1138,241.3207381370826
2609105,129,182.41860465116278
2609154,1106,123.80379746835443
2609204,146,181.54794520547946
2609303,157,170.9299363057325
2609402,2760,199.21884057971013
2609501,1351,265.9962990377498
2609600,12203,285.7751372613292
2609709,1082,187.59981515711644
2609808,6,10.5
2609907,3746,205.04191137213027
2610004,3404,208.9494712103408
2610103,100,123.6
2610202,1350,198.6259259259259
2610301,175,216.05142857142857
2610400,213,288.8732394366197
2610509,1648,198.83373786407768
2610608,2888,165.8812326869806
2610707,11155,235.67888839085612
2610806,1284,104.3278816199377
2610905,3871,153.94265047791268
2611002,1704,213.56514084507043
2611101,10981,239.0716757741348
2611200,158,175.5
2611309,1607,139.94959551960173
2611408,150,172.48
2611507,1087,158.31278748850045
2611533,95,190.09473684210528
2611606,38405,289.7928080408291
2611705,1252,161.44408945686902
2611804,2131,204.55185358986392
2611903,185,146.24864864864864
2612000,150,179.80666666666667
2612109,79,170.9240506329114
2612208,2930,271.2470989761092
2612307,181,225.71823204419888
2612406,240,148.00833333333333
2612455,163,188.2085889570552
2612471,138,278.7391304347826
2612505,4401,198.92592592592592
2612554,196,231.2295918367347
2612604,2447,190.9787494891704
2612703,171,167.63742690058479
2612802,111,143.7027027027027
2612901,140,212.72857142857143
2613008,2480,218.6366935483871
2613107,1826,206.48192771084337
2613206,1240,179.33629032258065
2613305,1304,141.61196319018404
2613404,179,185.64804469273744
2613503,1822,136.29088913282106
2613602,1769,218.2622950819672
2613701,3963,242.86727226848348
2613800,177,179.43502824858757
2613909,3369,227.90442267735233
2614006,190,196.47368421052633
2614105,1999,214.93146573286643
2614204,1493,176.66711319490958
2614303,148,240.60135135135135
2614402,63,258.6984126984127
2614501,3108,138.7917605407145
2614600,1525,150.3960655737705
2614709,183,112.10928961748634
2614808,224,258.85714285714283
2614857,226,194.86283185840708
2615003,1191,218.5390428211587
2615102,80,244.1125
2615201,122,152.81967213114754
2615300,2336,292.2855308219178
2615409,1642,228.4640682095006
2615508,159,212.08805031446542
2615607,1628,204.73710073710075
2615706,137,304.021897810219
2615805,1392,134.0352011494253
2615904,107,285.70093457943926
2616001,1100,250.5690909090909
2616100,117,255.76923076923077
2616183,113,198.53097345132744
2616209,173,186.4971098265896
2616308,1365,224.07692307692307
2616407,7762,200.85481577246284
2616506,161,178.46583850931677
2700102,309,150.36569579288025
2700201,273,174.47619047619048
2700300,7092,211.7849689791314
2700409,2300,204.34391304347827
2700508,1119,192.41733690795354
2700607,63,166.66666666666666
2700706,318,146.44654088050314
2700805,87,241.06896551724137
2700904,125,186.376
2701001,1251,198.19344524380494
2701100,226,274.9911504424779
2701209,210,159.53809523809525
2701308,1196,201.24414715719064
2701357,138,174.17391304347825
2701407,2293,253.611426079372
2701506,76,43.1578947368421
2701605,1251,137.24300559552358
2701704,251,184.81274900398407
2701803,173,92.39884393063583
2701902,125,150.56
2702009,196,199.12244897959184
2702108,1314,160.82648401826484
2702207,56,259.5357142857143
2702306,2063,241.6988360814743
2702355,1173,176.88491048593352
2702405,2387,239.94176790950985
2702504,216,173.96296296296296
2702553,343,309.8600583090379
2702603,1165,157.3381974248927
2702702,67,177.76119402985074
2702801,255,267.3529411764706
2702900,1569,138.7055449330784
2703007,286,306.96153846153845
2703106,1606,164.33125778331257
2703205,1248,206.99759615384616
2703304,257,151.87548638132296
2703403,128,219.546875
2703502,138,259.6376811594203
2703601,158,173.4620253164557
2703700,44,133.22727272727272
2703759,235,169.88936170212767
2703809,1298,235.326656394453
2703908,86,182.5581395348837
2704005,1285,209.43735408560312
2704104,113,123.95575221238938
2704203,1118,142.45438282647584
2704302,25676,299.35231344446174
2704401,349,179.13180515759313
2704500,1530,180.22679738562093
2704609,270,162.74814814814815
2704708,2155,198.46728538283062
2704807,199,201.0854271356784
2704906,76,187.31578947368422
2705002,309,149.38187702265373
2705101,1269,219.59259259259258
2705200,130,266.4384615384615
2705309,93,187.1720430107527
2705408,165,164.70909090909092
2705507,1349,251.56115641215715
2705606,216,186.75
2705705,295,238.3864406779661
2705804,177,100.32768361581921
2705903,33,80.72727272727273
2706000,196,108.76020408163265
2706109,285,200.34035087719298
2706208,111,151.5045045045045
2706307,3640,178.85164835164835
2706406,1295,220.11042471042472
2706422,177,182.2316384180791
2706448,106,232.23584905660377
2706505,221,198.79638009049773
2706604,154,254.72727272727272
2706703,3548,199.98083427282975
2706802,1185,143.08523206751056
2706901,1839,238.77977161500814
2707008,39,170.64102564102564
2707107,1307,133.62892119357306
2707206,214,149.98130841121494
2707305,1770,164.78418079096045
2707404,170,173.64117647058825
2707503,1288,161.4860248447205
2707602,206,169.61165048543688
2707701,4342,313.75466482377334
2707800,141,110.59574468085107
2707909,63,231.68253968253967
2708006,2457,146.8941798941799
2708105,241,312.6846473029046
2708204,42,190.16666666666666
2708303,1248,253.25721153846155
2708402,1852,134.3137149028078
2708501,1971,164.4287163876205
2708600,2495,239.3671342685371
2708709,161,226.9751552795031
2708808,1624,152.89162561576356
2708907,80,239.8
2708956,210,121.55238095238096
2709004,128,265.640625
2709103,108,215.87962962962962
2709152,2053,241.23136872868972
2709202,1107,124.9936766034327
2709301,3909,293.07930416986443
2709400,1396,197.27578796561605
2800100,46,368.5869565217391
2800209,331,207.76132930513594
2800308,13447,309.1760243920577
2800407,196,262.81632653061223
2800506,246,205.84146341463415
2800605,995,303.23015075376884
2800670,1602,243.8302122347066
2800704,130,153.90769230769232
2801009,253,225.399209486166
2801108,87,154.6206896551724
2801207,1716,176.75815850815852
2801306,2018,169.0733399405352
2801405,1288,188.22670807453417
2801504,257,170.14396887159532
2801603,69,257.82608695652175
2801702,1200,162.85166666666666
2801900,74,167.90540540540542
2802007,94,296.7659574468085
2802106,3495,217.35393419170242
2802205,104,227.20192307692307
2802304,254,222.90944881889763
2802403,233,132.33476394849785
2802502,61,306.0163934426229
2802601,148,87.5608108108108
2802700,162,222.46296296296296
2802809,256,165.75390625
2802908,3864,232.15864389233954
2803005,2474,195.32012934518997
2803104,93,179.50537634408602
2803203,1910,210.05916230366492
2803302,302,259.341059602649
2803401,1302,199.11136712749615
2803500,5506,200.92335633853978
2803609,1321,206.87206661619985
2803708,138,191.14492753623188
2803807,76,247.67105263157896
2803906,246,277.780487804878
2804003,284,238.16549295774647
2804102,155,314.0387096774194
2804201,288,113.22222222222223
2804300,134,214.47014925373134
2804409,317,208.78864353312304
2804458,140,187.27857142857144
2804508,2350,152.831914893617
2804607,1575,146.56507936507936
2804706,120,220.325
2804805,7137,204.51324085750315
2804904,256,241.27734375
2805000,64,179.4375
2805109,180,242.96666666666667
2805208,124,137.75
2805307,183,205.18032786885246
2805406,2028,141.88560157790928
2805505,1521,242.53385930309008
2805604,1602,101.06242197253434
2805703,1481,276.9466576637407
2805802,1225,215.2465306122449
2805901,215,236.89767441860465
2806008,267,208.86516853932585
2806107,179,146.58659217877096
2806206,1229,221.7860048820179
2806305,263,143.42205323193917
2806404,149,86.2751677852349
2806503,85,265.81176470588235
2806602,217,154.40092165898616
2806701,3586,197.96737311767987
2806800,197,233.88832487309645
2806909,61,218.62295081967213
2807006,65,233.1076923076923
2807105,3422,166.95061367621275
2807204,188,243.82978723404256
2807303,81,207.09876543209876
2807402,3289,235.46093037397387
2807501,222,179.55855855855856
2807600,1402,210.9265335235378
2900108,197,385.71573604060916
2900207,1163,128.95012897678419
2900306,229,246.58951965065503
2900355,1187,257.363100252738
2900405,247,213.0931174089069
2900504,139,253.28776978417267
2900603,84,344.67857142857144
2900702,7793,214.56589246759913
2900801,1202,242.42013311148085
2900900,155,327.2258064516129
2901007,2184,243.77243589743588
2901106,338,202.4526627218935
2901155,252,247.99603174603175
2901205,1551,197.9638942617666
2901304,276,219.15579710144928
2901353,232,250.63793103448276
2901403,272,238.9889705882353
2901502,154,161.0
2901601,181,142.18232044198896
2901700,161,112.20496894409938
2901809,184,237.9076086956522
2901908,251,194.5019920318725
2901957,136,235.16176470588235
2902005,244,223.84016393442624
2902054,209,184.5023923444976
2902104,2999,190.66322107369123
2902203,178,140.34831460674158
2902252,210,211.96666666666667
2902302,159,132.40251572327045
2902401,219,193.71689497716895
2902500,281,166.29537366548044
2902609,1244,232.33199356913184
2902658,224,227.0625
2902708,2508,114.7005582137161
2902807,1322,202.84417549167927
2902906,2291,237.7250109122654
2903003,256,311.03515625
2903102,106,232.80188679245282
2903201,5217,283.27659574468083
2903235,241,215.29045643153526
2903276,264,215.74242424242425
2903300,133,219.0300751879699
2903409,1272,286.3375295043273
2903508,280,263.69642857142856
2903607,277,155.75090252707582
2903706,1214,326.2141680395387
2903805,1247,169.39935846030474
2903904,3132,219.01436781609195
2903953,157,209.2611464968153
2904001,237,288.0295358649789
2904050,258,259.0813953488372
2904100,1303,266.2824251726784
2904209,199,276.2562814070352
2904308,205,218.85365853658536
2904407,171,366.8654970760234
2904506,198,240.46464646464648
2904605,2599,250.18391689111198
2904704,231,396.25108225108227
2904753,1435,205.2850174216028
2904803,122,224.15573770491804
2904852,281,145.34875444839858
2904902,2020,155.92128712871286
2905008,233,311.46781115879827
2905107,206,185.88349514563106
2905156,234,174.30769230769232
2905206,2512,312.91202229299364
2905305,300,204.35333333333332
2905404,216,99.41666666666667
2905503,260,134.52692307692308
2905602,1481,297.22484807562455
2905701,8152,158.12524533856723
2905800,1702,215.8207990599295
2905909,1624,171.80295566502463
2906006,4069,162.7970017203244
2906105,166,235.63855421686748
2906204,1502,190.62050599201066
2906303,2055,247.3554040895813
2906402,148,251.69594594594594
2906501,2328,186.31185567010309
2906600,212,215.81132075471697
2906709,1501,196.20386409060626
2906808,2351,195.5159506592939
2906824,296,167.0168918918919
2906857,237,390.9451476793249
2906873,1499,284.34823215476985
2906899,153,206.22875816993465
2906907,1263,271.49010292953284
2907004,163,167.78527607361963
2907103,1938,186.9406604747162
2907202,3614,151.70309905921417
2907301,1623,219.6457178065311
2907400,72,295.6388888888889
2907509,2359,204.58753709198814
2907558,117,280.12820512820514
2907608,220,335.4136363636364
2907707,164,115.71341463414635
2907806,1834,211.6008724100327
2907905,284,193.97535211267606
2908002,1671,350.85397965290247
2908101,1265,254.81106719367588
2908200,312,187.8397435897436
2908309,272,138.5110294117647
2908408,3677,215.53821049768834
2908507,1423,158.63291139240508
2908606,1299,172.2409545804465
2908705,271,289.98154981549817
2908804,94,274.36170212765956
2908903,1919,118.16206357477853
2909000,167,371.7305389221557
2909109,314,275.515923566879
2909208,1154,89.87868284228769
2909307,1782,226.95791245791247
2909406,227,252.31718061674007
2909505,99,246.65656565656565
2909604,1213,161.87304204451772
2909703,236,320.3601694915254
2909802,2524,263.75356576862123
2909901,1739,171.318573893042
2910008,200,238.17
2910057,2828,164.73479490806224
2910107,187,267.7005347593583
2910206,76,276.61842105263156
2910305,143,377.34265734265733
2910404,1189,198.02102607232968
2910503,1639,226.67297132397803
2910602,1254,197.97767145135566
2910701,3515,197.90469416785206
2910727,5068,346.060773480663
2910750,296,188.89527027027026
2910776,99,246.82828282828282
2910800,18795,314.19149728636796
2910859,1267,196.98737174427782
2910909,101,326.3762376237624
2911006,190,356.86315789473684
2911105,1279,226.1227521501173
2911204,1758,208.97268070574845
2911253,130,273.39230769230767
2911303,180,280.1388888888889
2911402,297,297.07070707070704
2911501,145,107.78620689655172
2911600,308,264.987012987013
2911659,126,262.43650793650795
2911709,4615,243.13502384048547
2911808,1295,274.40849420849423
2911857,199,185.5427135678392
2911907,1645,207.8674772036474
2912004,186,397.89247311827955
2912103,1606,295.26774595267744
