cod_ibge,total_familias,renda_media_pc,ivs_geral,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_trabalho,score_prioridade,faixa_prioridade
1303809,1660,90.38795180722892,0.492,0.356,0.55,0.569,24.8,BAIXA
3156007,227,381.3127753303965,0.528,0.435,0.577,0.573,24.79,BAIXA
2923407,1310,207.17786259541984,0.459,0.414,0.476,0.488,24.78,BAIXA
2500809,574,125.15853658536584,0.536,0.384,0.588,0.635,24.76,BAIXA
2302206,2907,135.07843137254903,0.456,0.389,0.498,0.482,24.74,BAIXA
3153905,47,332.02127659574467,0.329,0.43,0.272,0.284,24.72,BAIXA
1504208,7529,356.0312126444415,0.445,0.432,0.509,0.394,24.72,BAIXA
2702009,196,199.12244897959184,0.53,0.411,0.626,0.552,24.72,BAIXA
2206720,255,218.91372549019607,0.522,0.415,0.595,0.556,24.7,BAIXA
2106003,191,253.8586387434555,0.512,0.421,0.585,0.531,24.7,BAIXA
2403608,1566,201.13409961685824,0.428,0.411,0.438,0.435,24.69,BAIXA
2413359,337,153.49851632047478,0.467,0.396,0.475,0.529,24.66,BAIXA
3171204,2519,302.25962683604604,0.354,0.426,0.372,0.263,24.65,BAIXA
2206753,140,138.85,0.491,0.389,0.454,0.631,24.63,BAIXA
2413102,238,189.9075630252101,0.511,0.407,0.566,0.56,24.62,BAIXA
2105427,1365,213.9435897435897,0.467,0.412,0.512,0.478,24.59,BAIXA
3516408,3642,269.4456342668863,0.34,0.421,0.335,0.264,24.59,BAIXA
1200807,318,150.0062893081761,0.492,0.393,0.669,0.415,24.58,BAIXA
4203154,118,401.271186440678,0.456,0.432,0.543,0.393,24.56,BAIXA
4309951,49,386.0612244897959,0.386,0.431,0.42,0.308,24.55,BAIXA
3122603,102,222.30392156862743,0.441,0.413,0.427,0.484,24.55,BAIXA
1505007,82,159.82926829268294,0.447,0.396,0.479,0.465,24.53,BAIXA
3508009,259,242.6138996138996,0.395,0.416,0.437,0.332,24.52,BAIXA
2106359,125,131.928,0.619,0.383,0.79,0.684,24.5,BAIXA
3127057,158,208.246835443038,0.537,0.409,0.605,0.597,24.49,BAIXA
2920502,1444,291.9279778393352,0.505,0.422,0.582,0.511,24.49,BAIXA
2305357,1173,225.28218243819268,0.458,0.412,0.497,0.465,24.47,BAIXA
3519907,103,411.3009708737864,0.358,0.431,0.368,0.274,24.47,BAIXA
2405009,262,105.87404580152672,0.44,0.365,0.494,0.46,24.47,BAIXA
2511509,322,121.17701863354036,0.508,0.376,0.553,0.596,24.46,BAIXA
3547304,2089,319.3575873623743,0.302,0.424,0.273,0.21,24.45,BAIXA
2202703,1704,122.96537558685446,0.541,0.377,0.674,0.572,24.45,BAIXA
2916500,1996,172.77204408817636,0.615,0.399,0.704,0.742,24.45,BAIXA
2207751,129,76.62790697674419,0.457,0.331,0.543,0.497,24.44,BAIXA
3528908,61,425.8032786885246,0.313,0.431,0.305,0.204,24.43,BAIXA
4306924,21,471.1904761904762,0.411,0.433,0.354,0.447,24.42,BAIXA
3140159,105,276.8,0.359,0.419,0.332,0.327,24.42,BAIXA
1506161,74,324.43243243243245,0.451,0.424,0.524,0.405,24.42,BAIXA
2608503,204,232.23529411764707,0.495,0.412,0.515,0.558,24.4,BAIXA
5007950,250,169.88,0.521,0.397,0.678,0.488,24.39,BAIXA
2505279,210,99.82857142857142,0.526,0.358,0.639,0.581,24.38,BAIXA
3129608,215,213.91627906976743,0.483,0.408,0.559,0.483,24.37,BAIXA
3519071,3966,269.9233484619264,0.308,0.417,0.257,0.25,24.36,BAIXA
2704609,270,162.74814814814815,0.53,0.394,0.591,0.606,24.36,BAIXA
2405405,249,138.77510040160644,0.504,0.384,0.625,0.503,24.36,BAIXA
2207108,111,250.3783783783784,0.541,0.414,0.582,0.626,24.35,BAIXA
3302700,4725,461.9722751322751,0.313,0.431,0.271,0.237,24.33,BAIXA
4127882,80,292.6375,0.447,0.419,0.595,0.328,24.32,BAIXA
4113452,110,336.3090909090909,0.381,0.423,0.343,0.376,24.31,BAIXA
3156809,335,363.4179104477612,0.448,0.425,0.476,0.444,24.31,BAIXA
5221403,3180,378.4018867924528,0.353,0.426,0.353,0.28,24.31,BAIXA
3515350,187,364.96256684491976,0.392,0.425,0.378,0.372,24.3,BAIXA
3106705,10422,237.3589522164652,0.319,0.411,0.286,0.259,24.3,BAIXA
2904852,281,145.34875444839858,0.518,0.386,0.522,0.646,24.3,BAIXA
1303601,216,150.02314814814815,0.616,0.388,0.751,0.71,24.3,BAIXA
5300108,28538,242.99719672016255,0.294,0.412,0.265,0.204,24.3,BAIXA
3120151,121,203.5785123966942,0.506,0.404,0.61,0.505,24.27,BAIXA
3100609,353,230.4844192634561,0.486,0.409,0.554,0.494,24.25,BAIXA
2105401,3186,226.308223477715,0.527,0.408,0.63,0.542,24.24,BAIXA
3302858,3793,250.639862905352,0.318,0.412,0.262,0.281,24.24,BAIXA
2310852,1175,274.7123404255319,0.44,0.415,0.476,0.43,24.22,BAIXA
2922854,155,254.11612903225807,0.567,0.412,0.628,0.661,24.21,BAIXA
3205002,8610,253.668524970964,0.329,0.412,0.313,0.261,24.21,BAIXA
2205706,1932,153.97722567287784,0.547,0.388,0.642,0.61,24.21,BAIXA
3522208,3018,406.63220675944336,0.337,0.426,0.321,0.263,24.21,BAIXA
2912707,294,248.39795918367344,0.541,0.411,0.647,0.564,24.2,BAIXA
3522505,4071,269.1481208548268,0.349,0.414,0.355,0.277,24.2,BAIXA
2605103,1980,185.10454545454544,0.472,0.398,0.529,0.49,24.2,BAIXA
3305109,6810,286.0116005873715,0.336,0.416,0.311,0.282,24.2,BAIXA
2923803,1545,171.71521035598707,0.499,0.394,0.59,0.513,24.2,BAIXA
2103901,139,129.41726618705036,0.521,0.376,0.604,0.582,24.19,BAIXA
5107776,176,340.2443181818182,0.494,0.421,0.518,0.544,24.18,BAIXA
2907103,1938,186.9406604747162,0.514,0.398,0.514,0.631,24.17,BAIXA
2607653,1637,199.4715943799633,0.542,0.401,0.621,0.604,24.16,BAIXA
3531803,1811,259.8757592490337,0.326,0.412,0.295,0.27,24.16,BAIXA
3150539,54,274.27777777777777,0.426,0.413,0.456,0.408,24.11,BAIXA
3145372,114,371.4473684210527,0.433,0.422,0.473,0.405,24.11,BAIXA
4302055,58,228.48275862068965,0.398,0.406,0.415,0.373,24.11,BAIXA
5203559,49,373.0,0.359,0.422,0.346,0.309,24.11,BAIXA
2920700,1253,173.28571428571428,0.497,0.393,0.574,0.524,24.11,BAIXA
2920809,213,196.89201877934272,0.574,0.399,0.621,0.703,24.09,BAIXA
2514552,97,140.76288659793815,0.486,0.38,0.558,0.519,24.09,BAIXA
3129806,4515,270.7827242524917,0.342,0.412,0.341,0.273,24.08,BAIXA
2901205,1551,197.9638942617666,0.523,0.399,0.597,0.572,24.07,BAIXA
1504109,54,209.38888888888889,0.48,0.401,0.519,0.519,24.04,BAIXA
2912400,243,174.72427983539094,0.473,0.392,0.508,0.518,24.03,BAIXA
4323002,5109,287.2203953807007,0.333,0.413,0.351,0.236,24.03,BAIXA
2801306,2018,169.0733399405352,0.494,0.39,0.576,0.516,24.02,BAIXA
1703073,123,309.0243902439024,0.543,0.415,0.571,0.644,24.01,BAIXA
1303106,1257,161.20525059665871,0.543,0.387,0.592,0.649,24.01,BAIXA
2927804,115,265.3217391304348,0.561,0.41,0.657,0.617,24.01,BAIXA
2915908,106,155.73584905660377,0.516,0.385,0.567,0.595,24.01,BAIXA
4310579,20,822.25,0.352,0.434,0.29,0.332,24.0,BAIXA
2906808,2351,195.5159506592939,0.536,0.397,0.547,0.664,23.99,BAIXA
3162955,120,234.825,0.306,0.405,0.249,0.265,23.99,BAIXA
3106507,250,336.936,0.416,0.417,0.413,0.419,23.98,BAIXA
3523107,8297,340.3237314692057,0.372,0.417,0.374,0.324,23.96,BAIXA
2933208,1972,118.6179604261796,0.403,0.365,0.395,0.45,23.95,BAIXA
2807105,3422,166.95061367621275,0.498,0.388,0.524,0.581,23.95,BAIXA
2205151,206,146.5,0.555,0.38,0.582,0.703,23.94,BAIXA
2101350,90,134.06666666666666,0.56,0.374,0.672,0.635,23.94,BAIXA
3506706,143,213.1748251748252,0.335,0.4,0.365,0.239,23.94,BAIXA
4213401,194,335.4896907216495,0.345,0.416,0.382,0.238,23.93,BAIXA
4114302,177,327.12994350282486,0.365,0.415,0.366,0.313,23.92,BAIXA
3106804,73,145.4794520547945,0.438,0.379,0.483,0.451,23.91,BAIXA
3125002,91,250.5494505494505,0.349,0.406,0.347,0.293,23.91,BAIXA
2513109,372,141.11559139784947,0.522,0.377,0.568,0.62,23.91,BAIXA
2201507,1679,123.06372840976772,0.519,0.367,0.597,0.592,23.9,BAIXA
2308203,172,283.36046511627904,0.468,0.41,0.495,0.499,23.89,BAIXA
2700805,87,241.06896551724137,0.526,0.404,0.591,0.583,23.88,BAIXA
5208806,1216,312.0608552631579,0.349,0.413,0.339,0.296,23.88,BAIXA
4122206,1235,312.063967611336,0.388,0.413,0.499,0.252,23.88,BAIXA
3552908,63,352.6507936507937,0.309,0.416,0.269,0.243,23.86,BAIXA
3552502,6435,351.5958041958042,0.333,0.416,0.28,0.304,23.86,BAIXA
4321469,11,396.1818181818182,0.332,0.419,0.306,0.27,23.86,BAIXA
2507903,299,215.16053511705687,0.538,0.399,0.651,0.563,23.86,BAIXA
4119509,2844,273.0541490857947,0.332,0.408,0.358,0.23,23.85,BAIXA
4312203,56,384.0357142857143,0.348,0.418,0.298,0.327,23.85,BAIXA
2605301,2041,176.17246447819696,0.521,0.389,0.565,0.608,23.84,BAIXA
2932457,235,137.63829787234042,0.556,0.374,0.572,0.721,23.84,BAIXA
3116902,71,311.28169014084506,0.378,0.412,0.442,0.279,23.83,BAIXA
3517703,136,237.61029411764707,0.356,0.402,0.398,0.268,23.8,BAIXA
3513009,2678,384.819641523525,0.306,0.417,0.275,0.226,23.79,BAIXA
2706000,196,108.76020408163264,0.57,0.355,0.7,0.655,23.79,BAIXA
3303203,2664,245.1535285285285,0.295,0.403,0.238,0.243,23.79,BAIXA
2803005,2474,195.32012934519,0.498,0.393,0.568,0.533,23.78,BAIXA
3521804,222,311.0990990990991,0.363,0.411,0.365,0.313,23.78,BAIXA
2306256,1478,282.0385656292287,0.478,0.408,0.576,0.449,23.78,BAIXA
2600203,1465,177.3133105802048,0.474,0.388,0.534,0.5,23.77,BAIXA
2933406,137,287.93430656934305,0.482,0.408,0.55,0.488,23.75,BAIXA
3543303,1745,351.0446991404011,0.295,0.414,0.222,0.249,23.75,BAIXA
2933505,1476,137.0250677506775,0.513,0.372,0.622,0.546,23.75,BAIXA
3544103,451,317.2616407982261,0.32,0.411,0.268,0.281,23.75,BAIXA
2203107,351,231.32193732193733,0.511,0.4,0.578,0.556,23.75,BAIXA
2605707,1569,169.5889101338432,0.501,0.385,0.554,0.564,23.74,BAIXA
2611507,1087,158.31278748850045,0.536,0.381,0.603,0.624,23.74,BAIXA
2922052,223,170.01793721973095,0.516,0.385,0.552,0.61,23.73,BAIXA
3112703,335,176.1820895522388,0.485,0.387,0.536,0.531,23.73,BAIXA
3551009,3887,275.7471057370723,0.311,0.406,0.283,0.243,23.72,BAIXA
3510609,8195,293.2372178157413,0.32,0.408,0.299,0.254,23.71,BAIXA
1600212,138,113.18840579710144,0.438,0.357,0.439,0.517,23.71,BAIXA
3548708,9593,278.31116439070155,0.278,0.406,0.223,0.206,23.7,BAIXA
2706422,177,182.2316384180791,0.51,0.388,0.601,0.542,23.69,BAIXA
4101804,2945,280.11986417657045,0.304,0.406,0.292,0.214,23.69,BAIXA
2402501,339,135.04424778761063,0.502,0.37,0.55,0.587,23.69,BAIXA
1505031,106,416.8018867924528,0.413,0.417,0.508,0.314,23.68,BAIXA
3515129,46,368.8478260869565,0.322,0.414,0.323,0.229,23.68,BAIXA
4312625,32,484.75,0.389,0.42,0.336,0.412,23.67,BAIXA
2304459,200,275.59,0.47,0.405,0.491,0.514,23.66,BAIXA
1501725,90,261.7333333333333,0.482,0.403,0.528,0.514,23.65,BAIXA
2208304,1861,144.90865126276196,0.483,0.374,0.586,0.489,23.65,BAIXA
5203302,115,364.4260869565217,0.331,0.413,0.309,0.271,23.64,BAIXA
3111309,208,306.28846153846155,0.359,0.408,0.365,0.303,23.64,BAIXA
5205208,47,338.0,0.398,0.411,0.442,0.342,23.64,BAIXA
2611408,150,172.48,0.476,0.384,0.535,0.508,23.63,BAIXA
3520004,206,257.65533980582524,0.322,0.402,0.314,0.249,23.63,BAIXA
3509601,1251,288.41886490807354,0.292,0.406,0.248,0.221,23.63,BAIXA
2703106,1606,164.33125778331257,0.54,0.381,0.62,0.62,23.62,BAIXA
3509502,14516,275.6836594103059,0.277,0.404,0.238,0.188,23.61,BAIXA
4300604,3331,311.9735815070549,0.34,0.408,0.386,0.227,23.61,BAIXA
3304557,98360,301.26581943879626,0.29,0.407,0.261,0.203,23.61,BAIXA
3534401,10957,361.5388828039431,0.308,0.412,0.28,0.231,23.6,BAIXA
4104253,165,347.03636363636366,0.339,0.411,0.362,0.245,23.6,BAIXA
1301852,3596,225.54004449388208,0.481,0.396,0.606,0.44,23.59,BAIXA
3501103,39,249.89743589743588,0.321,0.4,0.322,0.24,23.58,BAIXA
2930402,213,169.68075117370893,0.526,0.382,0.536,0.66,23.57,BAIXA
2205516,158,227.1139240506329,0.503,0.396,0.533,0.58,23.57,BAIXA
2600609,168,187.83333333333331,0.486,0.387,0.556,0.514,23.55,BAIXA
3515707,3320,284.42289156626504,0.318,0.404,0.288,0.261,23.55,BAIXA
2912202,247,159.7246963562753,0.459,0.378,0.58,0.418,23.54,BAIXA
3167509,28,294.9642857142857,0.439,0.405,0.503,0.409,23.54,BAIXA
2807600,1402,210.9265335235378,0.45,0.392,0.51,0.448,23.53,BAIXA
4116109,224,368.65625,0.366,0.411,0.398,0.289,23.52,BAIXA
3539806,3242,266.2794571252313,0.302,0.401,0.251,0.255,23.51,BAIXA
3520103,189,320.27513227513225,0.318,0.407,0.313,0.234,23.51,BAIXA
3515004,6449,331.6326562257714,0.334,0.408,0.316,0.279,23.51,BAIXA
3505708,3923,273.68901351006883,0.298,0.402,0.264,0.229,23.51,BAIXA
2312403,2235,195.18881431767335,0.429,0.388,0.476,0.424,23.5,BAIXA
3539103,136,222.85294117647055,0.334,0.394,0.321,0.288,23.5,BAIXA
3553906,57,322.6666666666667,0.332,0.407,0.303,0.285,23.5,BAIXA
4104006,267,336.17228464419475,0.317,0.408,0.312,0.231,23.49,BAIXA
5107180,273,526.4688644688645,0.433,0.418,0.474,0.408,23.48,BAIXA
3118601,11470,306.8957279860506,0.3,0.405,0.264,0.23,23.47,BAIXA
2507200,112,139.24107142857142,0.529,0.368,0.684,0.534,23.47,BAIXA
3556503,1495,271.25150501672243,0.301,0.401,0.273,0.23,23.47,BAIXA
2701902,125,150.56,0.465,0.373,0.579,0.444,23.46,BAIXA
3135076,165,211.76969696969695,0.438,0.391,0.429,0.495,23.46,BAIXA
4107652,2591,372.4994210729448,0.339,0.41,0.375,0.233,23.45,BAIXA
3535002,96,293.5833333333333,0.345,0.403,0.366,0.266,23.44,BAIXA
3548302,37,472.8108108108109,0.322,0.415,0.252,0.298,23.43,BAIXA
5208707,16261,408.6161367689564,0.291,0.412,0.263,0.198,23.43,BAIXA
4100400,2318,350.0030198446937,0.337,0.408,0.414,0.189,23.43,BAIXA
3505609,328,277.9146341463415,0.342,0.401,0.385,0.24,23.43,BAIXA
2927002,2215,225.5417607223476,0.49,0.393,0.54,0.538,23.42,BAIXA
1303536,1320,225.4507575757576,0.426,0.393,0.53,0.354,23.42,BAIXA
3131505,153,354.57516339869284,0.353,0.408,0.32,0.332,23.41,BAIXA
2401602,195,182.6974358974359,0.445,0.383,0.436,0.517,23.41,BAIXA
3545001,182,330.2472527472528,0.337,0.406,0.305,0.301,23.41,BAIXA
1503093,1222,274.6734860883797,0.503,0.4,0.639,0.469,23.39,BAIXA
3526506,43,390.4186046511628,0.31,0.41,0.238,0.281,23.38,BAIXA
4309902,55,392.27272727272725,0.354,0.41,0.285,0.366,23.38,BAIXA
5219738,35,323.74285714285713,0.337,0.405,0.302,0.303,23.38,BAIXA
2701357,138,174.17391304347825,0.554,0.38,0.706,0.577,23.38,BAIXA
3154804,55,392.8181818181818,0.341,0.41,0.349,0.264,23.37,BAIXA
3529401,4070,327.2928746928747,0.315,0.405,0.268,0.271,23.37,BAIXA
5221551,90,295.4555555555556,0.376,0.402,0.407,0.318,23.37,BAIXA
1100700,167,354.3532934131737,0.482,0.407,0.622,0.417,23.35,BAIXA
3518800,20817,345.22640149877503,0.31,0.406,0.275,0.25,23.34,BAIXA
2927507,1395,187.80860215053764,0.499,0.383,0.458,0.657,23.33,BAIXA
3117836,225,209.23555555555555,0.5,0.388,0.425,0.688,23.33,BAIXA
3550308,233230,339.1431174644554,0.291,0.405,0.257,0.212,23.31,BAIXA
2927309,307,99.10749185667753,0.425,0.338,0.423,0.514,23.31,BAIXA
5204102,191,475.2251308900524,0.367,0.413,0.315,0.372,23.31,BAIXA
1302504,5193,166.50086688499326,0.495,0.376,0.604,0.504,23.3,BAIXA
3525607,49,434.3469387755102,0.336,0.411,0.352,0.246,23.3,BAIXA
4128658,81,385.4814814814815,0.377,0.408,0.32,0.402,23.29,BAIXA
3525003,2310,400.9835497835498,0.304,0.409,0.284,0.22,23.29,BAIXA
3106200,29279,346.9516376925441,0.276,0.405,0.233,0.19,23.28,BAIXA
3540853,40,292.6,0.328,0.4,0.218,0.366,23.28,BAIXA
4124905,124,333.6935483870968,0.366,0.404,0.366,0.327,23.28,BAIXA
2923050,154,79.38311688311688,0.528,0.314,0.587,0.684,23.28,BAIXA
2920403,293,247.3174061433447,0.522,0.394,0.532,0.639,23.27,BAIXA
3503901,2217,284.85791610284167,0.307,0.399,0.257,0.266,23.27,BAIXA
4108007,179,293.9217877094972,0.3,0.4,0.29,0.211,23.27,BAIXA
3110004,179,375.4972067039106,0.326,0.407,0.282,0.29,23.27,BAIXA
3514957,15,339.6,0.285,0.404,0.267,0.184,23.25,BAIXA
4309126,42,297.1190476190476,0.369,0.4,0.368,0.339,23.25,BAIXA
3553807,257,381.2879377431906,0.37,0.407,0.407,0.295,23.25,BAIXA
3509452,75,343.2,0.359,0.404,0.342,0.33,23.24,BAIXA
2202000,532,148.5751879699248,0.515,0.368,0.617,0.56,23.23,BAIXA
3165537,129,420.49612403100775,0.31,0.409,0.25,0.272,23.23,BAIXA
4105805,4889,345.86663939455923,0.311,0.404,0.333,0.196,23.22,BAIXA
2806909,61,218.62295081967213,0.462,0.388,0.535,0.464,23.22,BAIXA
3552205,9846,312.16402600040624,0.277,0.401,0.219,0.21,23.22,BAIXA
4100905,103,294.00970873786406,0.349,0.399,0.371,0.277,23.21,BAIXA
5212105,99,494.47474747474746,0.364,0.412,0.347,0.334,23.21,BAIXA
3524105,262,316.7748091603053,0.278,0.401,0.209,0.223,23.2,BAIXA
2402709,245,163.86938775510205,0.464,0.373,0.488,0.532,23.19,BAIXA
2200459,159,211.40880503144652,0.484,0.386,0.533,0.533,23.19,BAIXA
2500304,1801,172.39922265408106,0.523,0.376,0.587,0.605,23.19,BAIXA
2111805,256,112.57421875,0.494,0.347,0.59,0.546,23.19,BAIXA
2929255,1207,220.93786246893123,0.486,0.388,0.567,0.504,23.19,BAIXA
2704302,25676,299.35231344446174,0.393,0.399,0.424,0.355,23.18,BAIXA
4105102,129,439.3643410852713,0.349,0.409,0.383,0.255,23.18,BAIXA
2104008,279,137.6236559139785,0.543,0.362,0.571,0.695,23.18,BAIXA
2922805,150,241.72,0.604,0.391,0.694,0.726,23.16,BAIXA
1711100,78,410.2564102564103,0.465,0.407,0.548,0.44,23.15,BAIXA
4121307,42,379.45238095238096,0.339,0.405,0.291,0.321,23.15,BAIXA
2104701,120,396.65833333333336,0.543,0.406,0.614,0.609,23.14,BAIXA
2802007,94,296.7659574468085,0.45,0.398,0.491,0.461,23.14,BAIXA
3553708,1387,351.8983417447729,0.298,0.403,0.284,0.207,23.14,BAIXA
3552809,5031,354.66805804015104,0.294,0.403,0.27,0.21,23.13,BAIXA
2603603,104,195.29807692307693,0.476,0.381,0.488,0.558,23.12,BAIXA
2205524,183,217.40983606557376,0.475,0.386,0.472,0.566,23.12,BAIXA
3544202,122,366.3688524590164,0.369,0.403,0.397,0.308,23.09,BAIXA
2603207,1540,148.3461038961039,0.567,0.365,0.672,0.665,23.08,BAIXA
2204402,276,206.4963768115942,0.531,0.383,0.589,0.622,23.08,BAIXA
3526209,1317,318.160212604404,0.37,0.399,0.38,0.332,23.08,BAIXA
4120804,109,465.2660550458716,0.284,0.408,0.246,0.198,23.06,BAIXA
2903300,133,219.0300751879699,0.526,0.385,0.611,0.581,23.05,BAIXA
3538105,105,374.6380952380952,0.302,0.403,0.294,0.209,23.05,BAIXA
1716208,367,210.46049046321525,0.556,0.383,0.618,0.666,23.04,BAIXA
5006259,39,526.5897435897435,0.377,0.41,0.427,0.293,23.04,BAIXA
3533254,44,379.45454545454544,0.324,0.403,0.337,0.233,23.04,BAIXA
2303907,164,202.10365853658536,0.505,0.381,0.579,0.556,23.03,BAIXA
2921708,1797,237.47746243739567,0.502,0.388,0.53,0.588,23.03,BAIXA
5106109,138,457.1159420289855,0.505,0.407,0.522,0.586,23.02,BAIXA
1712801,131,310.618320610687,0.485,0.397,0.596,0.463,23.01,BAIXA
4321857,95,513.1789473684211,0.393,0.409,0.366,0.405,23.01,BAIXA
3546256,32,387.40625,0.35,0.403,0.282,0.364,23.01,BAIXA
3552601,117,372.79487179487177,0.301,0.402,0.284,0.218,23.01,BAIXA
3141801,1330,298.9203007518797,0.443,0.395,0.491,0.442,22.97,BAIXA
2205557,145,127.82758620689656,0.499,0.353,0.53,0.613,22.97,BAIXA
3509007,1370,414.82189781021896,0.303,0.404,0.27,0.235,22.97,BAIXA
3512605,71,384.90140845070425,0.373,0.402,0.338,0.378,22.96,BAIXA
3543238,42,387.8809523809524,0.33,0.402,0.273,0.316,22.95,BAIXA
3509304,115,374.3217391304348,0.296,0.401,0.278,0.209,22.95,BAIXA
5004502,125,579.64,0.452,0.41,0.563,0.383,22.95,BAIXA
2304954,1273,228.8468185388845,0.468,0.385,0.55,0.469,22.95,BAIXA
2511608,271,152.02214022140222,0.521,0.364,0.599,0.601,22.94,BAIXA
2210607,2164,218.52772643253235,0.433,0.383,0.474,0.441,22.94,BAIXA
4207809,154,468.1623376623377,0.34,0.406,0.33,0.285,22.94,BAIXA
2401305,450,190.26888888888888,0.447,0.376,0.493,0.473,22.91,BAIXA
3539202,176,465.1988636363636,0.304,0.405,0.257,0.251,22.89,BAIXA
2920908,301,294.8504983388704,0.569,0.393,0.673,0.64,22.88,BAIXA
3509106,93,224.247311827957,0.338,0.383,0.323,0.308,22.88,BAIXA
2931301,246,185.90243902439025,0.513,0.374,0.583,0.582,22.87,BAIXA
2516409,261,102.52107279693486,0.516,0.333,0.565,0.65,22.87,BAIXA
2509339,56,202.30357142857144,0.499,0.378,0.523,0.597,22.86,BAIXA
4110904,93,439.1827956989248,0.346,0.403,0.321,0.313,22.85,BAIXA
3526704,1926,461.4896157840083,0.303,0.404,0.307,0.198,22.85,BAIXA
2708956,210,121.55238095238096,0.55,0.347,0.641,0.663,22.85,BAIXA
2903953,157,209.2611464968153,0.529,0.379,0.598,0.611,22.83,BAIXA
3554409,74,407.6621621621622,0.288,0.401,0.287,0.177,22.83,BAIXA
3513801,8284,347.0627716079189,0.309,0.397,0.29,0.24,22.83,BAIXA
4121901,366,394.4918032786885,0.38,0.4,0.418,0.323,22.82,BAIXA
3530607,8582,226.5512701002097,0.295,0.382,0.253,0.25,22.81,BAIXA
4208609,33,613.9090909090909,0.341,0.408,0.252,0.364,22.79,BAIXA
4121356,50,487.66,0.354,0.404,0.37,0.287,22.79,BAIXA
4106902,21029,422.1214037757383,0.253,0.401,0.203,0.155,22.79,BAIXA
3518909,48,403.8541666666667,0.414,0.4,0.555,0.287,22.79,BAIXA
2803708,138,191.14492753623188,0.441,0.374,0.532,0.417,22.79,BAIXA
4313607,56,445.1428571428572,0.335,0.402,0.208,0.396,22.78,BAIXA
2409803,359,147.77437325905294,0.512,0.359,0.572,0.605,22.76,BAIXA
3505351,136,238.11764705882356,0.434,0.383,0.473,0.447,22.75,BAIXA
4103206,56,531.8392857142857,0.36,0.405,0.424,0.251,22.75,BAIXA
1506609,1167,179.65552699228792,0.437,0.37,0.504,0.438,22.74,BAIXA
2607307,1536,180.24088541666663,0.542,0.37,0.648,0.609,22.73,BAIXA
1501303,4654,192.2322733132789,0.418,0.373,0.437,0.443,22.72,BAIXA
2609204,146,181.54794520547944,0.556,0.37,0.704,0.594,22.71,BAIXA
5101605,99,271.6060606060606,0.443,0.387,0.506,0.435,22.7,BAIXA
2709103,108,215.8796296296296,0.545,0.378,0.638,0.619,22.7,BAIXA
3515806,28,539.0,0.322,0.404,0.235,0.328,22.69,BAIXA
3555604,83,538.0843373493976,0.301,0.404,0.29,0.208,22.69,BAIXA
2613206,1240,179.33629032258065,0.526,0.368,0.582,0.629,22.64,BAIXA
5201603,81,342.17283950617286,0.342,0.393,0.374,0.26,22.64,BAIXA
5215603,156,402.4423076923077,0.424,0.397,0.475,0.401,22.63,BAIXA
2209302,185,161.76216216216216,0.466,0.362,0.494,0.543,22.62,BAIXA
4309308,1998,495.4164164164165,0.304,0.401,0.299,0.211,22.61,BAIXA
1400027,320,175.3875,0.628,0.366,0.815,0.702,22.59,BAIXA
3532207,72,452.8333333333333,0.329,0.399,0.298,0.291,22.59,BAIXA
2607109,58,122.8103448275862,0.438,0.343,0.45,0.52,22.59,BAIXA
3540259,60,542.1166666666667,0.342,0.402,0.375,0.248,22.57,BAIXA
4106605,303,557.039603960396,0.347,0.402,0.331,0.307,22.54,BAIXA
2924405,1898,94.12118018967334,0.526,0.319,0.629,0.629,22.54,BAIXA
2407906,91,218.03296703296704,0.425,0.375,0.439,0.461,22.51,BAIXA
5209606,124,291.89516129032256,0.356,0.386,0.389,0.294,22.51,BAIXA
2612703,171,167.6374269005848,0.491,0.362,0.604,0.507,22.51,BAIXA
2311231,85,247.5647058823529,0.464,0.38,0.496,0.515,22.5,BAIXA
2413904,315,140.56190476190477,0.49,0.351,0.599,0.521,22.5,BAIXA
2413508,212,168.4245283018868,0.482,0.362,0.534,0.551,22.49,BAIXA
2508505,242,116.32644628099172,0.497,0.337,0.528,0.625,22.49,BAIXA
2707909,63,231.68253968253967,0.477,0.377,0.54,0.514,22.48,BAIXA
2906899,153,206.22875816993465,0.486,0.372,0.51,0.577,22.48,BAIXA
2902609,1244,232.33199356913184,0.49,0.377,0.551,0.543,22.47,BAIXA
2806503,85,265.81176470588235,0.475,0.382,0.48,0.562,22.47,BAIXA
1720655,191,212.9581151832461,0.422,0.373,0.454,0.439,22.46,BAIXA
2904308,205,218.85365853658536,0.511,0.374,0.504,0.656,22.45,BAIXA
2504900,206,165.6747572815534,0.518,0.36,0.613,0.581,22.44,BAIXA
2916708,121,162.50413223140495,0.557,0.359,0.68,0.632,22.44,BAIXA
2805802,1225,215.2465306122449,0.492,0.373,0.595,0.509,22.43,BAIXA
4103107,139,368.7913669064748,0.394,0.391,0.429,0.362,22.42,BAIXA
2606606,1559,211.7132777421424,0.55,0.372,0.698,0.581,22.42,BAIXA
3548401,86,599.8720930232558,0.295,0.401,0.259,0.226,22.42,BAIXA
2901908,251,194.5019920318725,0.522,0.368,0.603,0.596,22.41,BAIXA
2313757,193,95.7720207253886,0.496,0.318,0.583,0.586,22.39,BAIXA
2306504,240,241.03333333333333,0.475,0.377,0.554,0.495,22.39,BAIXA
