cod_ibge,total_familias,renda_media_pc,ivs_geral,ivs_infraestrutura_urbana,ivs_capital_humano,ivs_renda_trabalho,score_prioridade,faixa_prioridade
3170206,14395,504.3103160819729,0.225,0.261,0.229,0.185,14.89,BAIXA
2610400,213,288.8732394366197,0.442,0.247,0.564,0.515,14.89,BAIXA
2512408,135,288.162962962963,0.397,0.247,0.451,0.493,14.89,BAIXA
4306130,19,686.421052631579,0.311,0.266,0.257,0.411,14.89,BAIXA
3503802,32,416.75,0.26,0.257,0.295,0.228,14.88,BAIXA
2929800,199,244.73366834170852,0.491,0.241,0.598,0.634,14.88,BAIXA
2207207,269,114.04089219330857,0.48,0.197,0.613,0.631,14.88,BAIXA
2900108,197,385.7157360406092,0.409,0.255,0.406,0.567,14.87,BAIXA
1722081,323,310.5882352941176,0.376,0.249,0.451,0.427,14.87,BAIXA
2307007,2060,208.20970873786408,0.427,0.234,0.504,0.544,14.87,BAIXA
4117057,212,282.8207547169811,0.414,0.246,0.485,0.51,14.87,BAIXA
2929107,312,164.4903846153846,0.407,0.222,0.415,0.583,14.87,BAIXA
2401503,109,177.58715596330276,0.465,0.226,0.588,0.58,14.86,BAIXA
5220009,322,285.38198757763973,0.37,0.246,0.395,0.468,14.85,BAIXA
2703403,128,219.546875,0.438,0.236,0.553,0.524,14.85,BAIXA
2514404,127,270.0,0.414,0.244,0.564,0.433,14.85,BAIXA
3109303,1248,362.56410256410254,0.364,0.253,0.432,0.408,14.85,BAIXA
2906105,166,235.63855421686748,0.468,0.239,0.589,0.577,14.85,BAIXA
2101202,5151,220.2492719860221,0.406,0.236,0.513,0.468,14.84,BAIXA
2500601,1103,169.01359927470534,0.445,0.223,0.552,0.559,14.84,BAIXA
4117602,1734,352.8108419838524,0.357,0.252,0.525,0.294,14.84,BAIXA
2304285,1848,207.62445887445887,0.351,0.233,0.447,0.374,14.82,BAIXA
2601508,160,187.06875,0.446,0.228,0.515,0.595,14.82,BAIXA
2912301,302,233.9933774834437,0.457,0.238,0.576,0.557,14.81,BAIXA
3145901,335,373.4089552238806,0.251,0.253,0.256,0.244,14.81,BAIXA
3518701,4191,322.4376043903603,0.285,0.249,0.333,0.274,14.81,BAIXA
4209706,381,441.4278215223097,0.397,0.257,0.508,0.427,14.81,BAIXA
2509396,229,204.4672489082969,0.463,0.232,0.611,0.546,14.8,BAIXA
4311718,76,196.30263157894737,0.301,0.23,0.336,0.337,14.8,BAIXA
2708006,2457,146.8941798941799,0.467,0.214,0.619,0.567,14.8,BAIXA
4302907,239,168.36401673640168,0.308,0.222,0.365,0.336,14.8,BAIXA
2903235,241,215.2904564315353,0.435,0.234,0.494,0.578,14.79,BAIXA
2907301,1623,219.6457178065311,0.426,0.235,0.468,0.575,14.79,BAIXA
3146552,182,431.06043956043953,0.443,0.256,0.563,0.509,14.79,BAIXA
2608057,153,242.640522875817,0.401,0.239,0.454,0.51,14.79,BAIXA
2924504,235,277.84255319148934,0.404,0.244,0.422,0.546,14.79,BAIXA
3146305,556,205.95143884892087,0.483,0.232,0.567,0.651,14.78,BAIXA
4312500,183,339.1366120218579,0.319,0.25,0.382,0.326,14.78,BAIXA
3519709,1341,244.56748695003728,0.308,0.239,0.37,0.315,14.77,BAIXA
2410702,74,167.2972972972973,0.448,0.221,0.443,0.68,14.76,BAIXA
2931350,6487,360.610451672576,0.362,0.251,0.447,0.387,14.75,BAIXA
5103700,180,362.52222222222224,0.308,0.251,0.412,0.26,14.74,BAIXA
2922755,95,243.5684210526316,0.423,0.238,0.574,0.457,14.73,BAIXA
5206909,31,396.6774193548387,0.294,0.253,0.231,0.398,14.73,BAIXA
2111573,64,299.890625,0.422,0.245,0.545,0.476,14.71,BAIXA
2908705,271,289.98154981549817,0.428,0.244,0.475,0.564,14.71,BAIXA
2917706,1543,233.34219053791315,0.398,0.236,0.457,0.501,14.71,BAIXA
4128807,109,483.3577981651376,0.278,0.257,0.285,0.291,14.71,BAIXA
2304269,146,334.2602739726028,0.424,0.248,0.447,0.577,14.7,BAIXA
4217758,34,470.8235294117647,0.299,0.256,0.308,0.334,14.69,BAIXA
4313003,29,927.0689655172414,0.269,0.266,0.189,0.351,14.69,BAIXA
2801900,74,167.90540540540542,0.374,0.22,0.455,0.446,14.69,BAIXA
5106307,382,497.0130890052356,0.338,0.257,0.448,0.308,14.68,BAIXA
2208858,168,263.9702380952381,0.519,0.24,0.573,0.744,14.67,BAIXA
4302303,206,139.0631067961165,0.312,0.208,0.436,0.291,14.67,BAIXA
3304151,191,291.72251308900525,0.3,0.243,0.326,0.33,14.65,BAIXA
5210109,433,333.1062355658199,0.278,0.247,0.269,0.318,14.65,BAIXA
2612604,2447,190.9787494891704,0.428,0.226,0.506,0.553,14.65,BAIXA
3525904,3029,358.7348960052823,0.203,0.249,0.201,0.158,14.65,BAIXA
2305654,132,247.3030303030303,0.452,0.237,0.554,0.565,14.64,BAIXA
2608701,192,177.59895833333334,0.477,0.222,0.624,0.585,14.64,BAIXA
3102803,284,312.21830985915494,0.3,0.245,0.336,0.319,14.64,BAIXA
2401701,266,231.24812030075188,0.436,0.234,0.525,0.549,14.62,BAIXA
2922250,189,176.05291005291005,0.499,0.221,0.611,0.664,14.61,BAIXA
2205409,391,95.3145780051151,0.475,0.176,0.674,0.575,14.61,BAIXA
2303659,126,217.031746031746,0.435,0.231,0.529,0.544,14.6,BAIXA
2507606,280,203.85,0.46,0.228,0.595,0.557,14.59,BAIXA
3556305,159,359.71069182389937,0.264,0.248,0.312,0.231,14.59,BAIXA
2510501,130,266.96153846153845,0.414,0.239,0.471,0.533,14.59,BAIXA
3304755,1891,278.04071919619247,0.376,0.24,0.437,0.452,14.57,BAIXA
3300209,4256,179.01785714285714,0.288,0.221,0.317,0.327,14.56,BAIXA
2908408,3677,215.53821049768837,0.398,0.23,0.484,0.48,14.56,BAIXA
2303808,1398,273.11158798283265,0.395,0.239,0.44,0.507,14.55,BAIXA
3521200,78,319.6923076923077,0.351,0.244,0.374,0.436,14.55,BAIXA
4111100,24,575.75,0.216,0.257,0.232,0.16,14.54,BAIXA
3157401,81,293.1604938271605,0.371,0.241,0.447,0.426,14.53,BAIXA
4120150,77,260.97402597402595,0.327,0.237,0.309,0.434,14.53,BAIXA
2611804,2131,204.55185358986392,0.449,0.227,0.564,0.556,14.53,BAIXA
3518503,153,489.15686274509807,0.277,0.254,0.329,0.247,14.53,BAIXA
4207858,37,396.2972972972973,0.279,0.249,0.278,0.31,14.51,BAIXA
5006002,301,395.4950166112957,0.308,0.249,0.428,0.248,14.51,BAIXA
5004601,319,474.871473354232,0.37,0.253,0.441,0.416,14.51,BAIXA
2407609,186,330.2795698924731,0.363,0.244,0.455,0.39,14.5,BAIXA
4128500,361,399.02770083102496,0.348,0.249,0.404,0.391,14.5,BAIXA
2501153,78,172.98717948717947,0.44,0.218,0.57,0.531,14.49,BAIXA
2211001,19119,207.9400073225587,0.288,0.227,0.311,0.325,14.49,BAIXA
5005152,188,260.3582887700535,0.404,0.236,0.583,0.394,14.48,BAIXA
2610004,3404,208.9494712103408,0.435,0.227,0.526,0.552,14.47,BAIXA
3144656,265,205.7584905660377,0.457,0.226,0.515,0.629,14.46,BAIXA
3141603,242,350.24380165289256,0.329,0.245,0.387,0.354,14.46,BAIXA
2922904,1603,225.5514660012477,0.513,0.23,0.624,0.684,14.46,BAIXA
3532900,132,473.81060606060606,0.246,0.252,0.295,0.192,14.46,BAIXA
2407005,310,192.6903225806452,0.455,0.223,0.517,0.624,14.46,BAIXA
3516804,39,477.5128205128205,0.266,0.252,0.302,0.245,14.45,BAIXA
3504404,154,306.7857142857143,0.275,0.241,0.321,0.264,14.45,BAIXA
3141108,191,279.7696335078534,0.266,0.238,0.287,0.272,14.45,BAIXA
3161304,129,456.3255813953488,0.343,0.251,0.4,0.377,14.45,BAIXA
4318507,457,331.45733041575494,0.366,0.243,0.493,0.363,14.44,BAIXA
3113206,366,252.43169398907105,0.316,0.234,0.325,0.389,14.43,BAIXA
2301505,78,245.8717948717949,0.411,0.233,0.48,0.52,14.43,BAIXA
1508100,4160,321.0170673076923,0.353,0.242,0.468,0.348,14.43,BAIXA
2609006,1138,241.3207381370826,0.427,0.232,0.503,0.547,14.42,BAIXA
1100296,149,545.5704697986578,0.364,0.254,0.375,0.463,14.42,BAIXA
5200902,90,363.0888888888889,0.311,0.245,0.345,0.342,14.41,BAIXA
3500709,281,496.0747330960854,0.258,0.252,0.263,0.258,14.41,BAIXA
2933174,137,203.1386861313869,0.411,0.224,0.498,0.511,14.38,BAIXA
2933455,203,312.1231527093596,0.469,0.24,0.591,0.577,14.37,BAIXA
2101509,293,153.89419795221843,0.418,0.209,0.537,0.507,14.37,BAIXA
2904753,1435,205.2850174216028,0.469,0.224,0.526,0.657,14.35,BAIXA
1100379,173,317.46820809248555,0.418,0.24,0.477,0.537,14.34,BAIXA
2903508,280,263.69642857142856,0.456,0.234,0.563,0.571,14.34,BAIXA
2412500,1418,216.82299012693932,0.437,0.226,0.5,0.585,14.33,BAIXA
2514602,120,132.10833333333332,0.446,0.198,0.619,0.52,14.32,BAIXA
5004700,237,463.8185654008439,0.264,0.249,0.3,0.243,14.32,BAIXA
5200134,303,391.5775577557756,0.314,0.245,0.369,0.328,14.3,BAIXA
2905503,260,134.52692307692308,0.485,0.199,0.55,0.707,14.3,BAIXA
3555307,40,729.025,0.241,0.256,0.253,0.213,14.29,BAIXA
4124004,106,400.16037735849056,0.348,0.245,0.411,0.389,14.28,BAIXA
2805000,64,179.4375,0.391,0.216,0.506,0.451,14.28,BAIXA
3531704,44,257.27272727272725,0.333,0.232,0.433,0.334,14.28,BAIXA
5219605,87,440.85057471264366,0.35,0.247,0.445,0.359,14.27,BAIXA
5203962,106,232.96226415094335,0.363,0.228,0.333,0.528,14.27,BAIXA
2604700,201,176.3233830845771,0.493,0.215,0.682,0.581,14.27,BAIXA
2919306,137,200.76642335766425,0.428,0.221,0.549,0.514,14.24,BAIXA
5205802,94,295.0531914893617,0.35,0.236,0.401,0.413,14.24,BAIXA
4312708,298,554.4630872483222,0.325,0.251,0.404,0.32,14.24,BAIXA
2612406,240,148.00833333333333,0.469,0.204,0.625,0.577,14.23,BAIXA
4119657,23,381.39130434782606,0.244,0.243,0.291,0.198,14.23,BAIXA
3146750,184,216.5054347826087,0.484,0.224,0.584,0.643,14.22,BAIXA
2803609,1321,206.87206661619985,0.391,0.222,0.464,0.487,14.22,BAIXA
3141702,46,291.7173913043478,0.348,0.235,0.38,0.429,14.21,BAIXA
2300408,208,191.05769230769232,0.461,0.218,0.57,0.595,14.21,BAIXA
2923506,171,191.6081871345029,0.421,0.218,0.524,0.521,14.2,BAIXA
1502400,6013,305.1094295692666,0.351,0.236,0.427,0.391,14.19,BAIXA
2310605,128,152.015625,0.426,0.205,0.538,0.534,14.19,BAIXA
4322202,416,324.9110576923077,0.303,0.238,0.347,0.323,14.19,BAIXA
2709400,1396,197.27578796561605,0.492,0.219,0.609,0.647,14.18,BAIXA
3504503,1482,297.2678812415655,0.224,0.235,0.257,0.181,14.18,BAIXA
2914109,190,279.5736842105263,0.416,0.233,0.436,0.58,14.18,BAIXA
2311207,114,216.66666666666663,0.538,0.223,0.608,0.782,14.17,BAIXA
4119707,106,299.0566037735849,0.298,0.235,0.362,0.296,14.17,BAIXA
2504801,479,135.18162839248436,0.442,0.197,0.572,0.558,14.17,BAIXA
5210158,87,288.6551724137931,0.292,0.234,0.322,0.321,14.17,BAIXA
2919504,1989,245.5937657114128,0.383,0.228,0.445,0.475,14.16,BAIXA
4314803,142,275.82394366197184,0.284,0.232,0.408,0.213,14.15,BAIXA
2502706,151,184.58278145695363,0.425,0.215,0.513,0.548,14.14,BAIXA
1721000,8627,427.4218152312507,0.236,0.244,0.251,0.213,14.14,BAIXA
4109104,36,415.3611111111111,0.233,0.243,0.246,0.21,14.12,BAIXA
4105003,187,414.6524064171123,0.346,0.243,0.416,0.379,14.12,BAIXA
2930501,4824,182.28005804311772,0.397,0.214,0.438,0.538,14.12,BAIXA
2301257,152,256.80263157894734,0.476,0.229,0.532,0.667,14.12,BAIXA
2302503,1897,115.54876120189772,0.383,0.184,0.481,0.485,14.11,BAIXA
2101400,3912,299.0247955010225,0.358,0.234,0.482,0.357,14.11,BAIXA
2406155,132,252.50757575757572,0.395,0.228,0.503,0.454,14.1,BAIXA
2915809,1379,291.4459753444525,0.414,0.233,0.537,0.473,14.1,BAIXA
2916302,200,332.185,0.491,0.237,0.642,0.594,14.1,BAIXA
2414100,258,234.22093023255812,0.422,0.225,0.555,0.486,14.1,BAIXA
3545506,57,359.70175438596493,0.295,0.239,0.288,0.358,14.09,BAIXA
2803500,5506,200.92335633853975,0.375,0.218,0.488,0.418,14.08,BAIXA
3549300,31,413.8387096774193,0.211,0.242,0.244,0.147,14.07,BAIXA
2403301,180,215.2555555555556,0.405,0.221,0.447,0.546,14.07,BAIXA
1700301,160,274.525,0.398,0.23,0.55,0.413,14.05,BAIXA
3546009,142,290.69718309859155,0.265,0.232,0.296,0.266,14.05,BAIXA
4113403,81,438.1358024691358,0.274,0.243,0.269,0.31,14.05,BAIXA
2303105,227,251.79735682819384,0.434,0.227,0.553,0.523,14.05,BAIXA
2407708,359,148.89136490250695,0.478,0.201,0.667,0.566,14.04,BAIXA
2408706,131,293.98473282442745,0.419,0.232,0.467,0.559,14.03,BAIXA
2202802,221,219.4705882352941,0.435,0.221,0.53,0.554,14.02,BAIXA
4113809,62,351.4032258064516,0.254,0.237,0.258,0.266,14.02,BAIXA
3510708,123,499.3414634146341,0.302,0.245,0.361,0.3,14.02,BAIXA
2614105,1999,214.93146573286643,0.453,0.22,0.571,0.568,14.02,BAIXA
5200803,233,340.0,0.388,0.236,0.51,0.418,14.01,BAIXA
5221577,69,117.9855072463768,0.296,0.184,0.381,0.324,14.01,BAIXA
2914901,1159,153.27782571182053,0.445,0.202,0.626,0.507,14.0,BAIXA
1703008,266,227.48496240601503,0.407,0.222,0.488,0.511,14.0,BAIXA
3170651,133,244.54135338345864,0.413,0.225,0.445,0.57,14.0,BAIXA
2506004,2200,208.33772727272728,0.431,0.218,0.531,0.543,13.99,BAIXA
3509205,2661,177.60353250657647,0.258,0.21,0.308,0.255,13.98,BAIXA
3508405,216,294.0925925925926,0.262,0.231,0.335,0.22,13.97,BAIXA
3166105,68,271.5735294117647,0.398,0.228,0.513,0.453,13.96,BAIXA
2202901,1540,286.9077922077922,0.399,0.23,0.494,0.472,13.96,BAIXA
4107504,179,353.2960893854749,0.247,0.236,0.246,0.258,13.95,BAIXA
3101508,479,341.27348643006263,0.279,0.235,0.328,0.274,13.95,BAIXA
3152170,297,258.0976430976431,0.472,0.226,0.554,0.636,13.95,BAIXA
3158409,78,502.7435897435897,0.317,0.244,0.371,0.337,13.95,BAIXA
4104402,249,265.7831325301205,0.386,0.227,0.428,0.502,13.94,BAIXA
2300804,157,321.2356687898089,0.463,0.233,0.59,0.565,13.94,BAIXA
2400604,177,216.7683615819209,0.4,0.219,0.486,0.496,13.94,BAIXA
5106505,1473,274.2457569585879,0.369,0.228,0.479,0.401,13.94,BAIXA
2908200,312,187.8397435897436,0.436,0.212,0.458,0.638,13.93,BAIXA
2917201,261,234.70114942528733,0.435,0.222,0.502,0.58,13.93,BAIXA
2931053,240,200.6,0.419,0.215,0.422,0.62,13.92,BAIXA
2312304,1925,201.5194805194805,0.4,0.215,0.473,0.511,13.91,BAIXA
1100098,435,430.8873563218391,0.364,0.24,0.449,0.402,13.91,BAIXA
3160306,289,341.08304498269894,0.496,0.234,0.631,0.622,13.9,BAIXA
2907558,117,280.12820512820514,0.416,0.228,0.46,0.56,13.9,BAIXA
3552403,4048,367.2779150197629,0.244,0.236,0.268,0.227,13.9,BAIXA
3172202,36,179.80555555555554,0.304,0.209,0.372,0.33,13.89,BAIXA
2929909,2533,221.7220686932491,0.411,0.219,0.452,0.562,13.89,BAIXA
3520905,114,318.9035087719298,0.263,0.232,0.315,0.242,13.89,BAIXA
2915106,225,234.2888888888889,0.476,0.221,0.607,0.6,13.88,BAIXA
3543253,89,310.5280898876405,0.286,0.231,0.315,0.313,13.88,BAIXA
3536604,107,441.13084112149534,0.283,0.24,0.288,0.321,13.88,BAIXA
2922300,1896,136.22995780590716,0.382,0.192,0.412,0.541,13.87,BAIXA
2927705,1309,260.54698242933534,0.422,0.225,0.547,0.493,13.87,BAIXA
3136520,98,165.31632653061226,0.38,0.204,0.422,0.513,13.86,BAIXA
4301800,66,277.95454545454544,0.278,0.227,0.304,0.303,13.86,BAIXA
2502151,75,262.05333333333334,0.356,0.225,0.39,0.454,13.86,BAIXA
4119251,60,449.7,0.29,0.24,0.257,0.372,13.86,BAIXA
4112009,542,427.3948339483395,0.289,0.239,0.341,0.286,13.86,BAIXA
2918407,8619,205.9537069265576,0.352,0.215,0.434,0.407,13.85,BAIXA
5207535,173,329.0635838150289,0.349,0.232,0.376,0.439,13.84,BAIXA
1720002,73,289.09589041095893,0.415,0.228,0.514,0.504,13.84,BAIXA
3302809,119,310.5798319327731,0.259,0.23,0.267,0.28,13.83,BAIXA
5003207,4158,388.7835497835498,0.328,0.236,0.411,0.336,13.82,BAIXA
3522901,79,332.6835443037975,0.261,0.232,0.31,0.24,13.82,BAIXA
2905305,300,204.35333333333327,0.432,0.214,0.57,0.512,13.81,BAIXA
4202131,125,264.488,0.266,0.224,0.268,0.307,13.79,BAIXA
2913002,248,280.5685483870968,0.437,0.226,0.504,0.582,13.78,BAIXA
2309805,139,221.6906474820144,0.4,0.217,0.454,0.528,13.78,BAIXA
4127304,225,509.34222222222223,0.253,0.241,0.271,0.246,13.78,BAIXA
2211209,499,148.1563126252505,0.395,0.196,0.477,0.512,13.78,BAIXA
4111001,140,509.6642857142857,0.292,0.241,0.326,0.31,13.78,BAIXA
3529203,205,311.3756097560976,0.277,0.229,0.326,0.275,13.77,BAIXA
5219100,127,371.0944881889764,0.274,0.234,0.346,0.243,13.77,BAIXA
2512804,296,161.7668918918919,0.446,0.201,0.549,0.588,13.77,BAIXA
3114808,112,200.0,0.335,0.212,0.415,0.378,13.76,BAIXA
4103958,92,293.5652173913044,0.352,0.227,0.346,0.483,13.76,BAIXA
2928208,1697,346.02710665880966,0.442,0.232,0.493,0.602,13.76,BAIXA
2412807,237,196.2489451476793,0.399,0.211,0.452,0.535,13.75,BAIXA
4200051,66,429.2878787878788,0.262,0.237,0.271,0.279,13.75,BAIXA
2209708,224,269.3125,0.414,0.224,0.489,0.529,13.75,BAIXA
2904001,237,288.0295358649789,0.443,0.226,0.497,0.605,13.74,BAIXA
2600104,2082,287.8650336215178,0.406,0.226,0.488,0.504,13.74,BAIXA
2206670,200,231.415,0.425,0.218,0.499,0.558,13.74,BAIXA
3101003,320,193.06875,0.417,0.21,0.585,0.457,13.74,BAIXA
2608750,1245,245.44819277108436,0.428,0.22,0.593,0.47,13.72,BAIXA
2807402,3289,235.46093037397387,0.471,0.218,0.653,0.543,13.7,BAIXA
2923902,298,350.4630872483221,0.461,0.231,0.595,0.558,13.69,BAIXA
2903003,256,311.03515625,0.426,0.227,0.476,0.576,13.66,BAIXA
2806602,217,154.40092165898616,0.412,0.196,0.496,0.545,13.64,BAIXA
2201572,128,204.9140625,0.513,0.211,0.696,0.632,13.64,BAIXA
2926400,1820,204.91373626373627,0.408,0.211,0.48,0.534,13.64,BAIXA
2102804,1225,261.781045751634,0.409,0.221,0.503,0.503,13.64,BAIXA
2600302,1380,196.64420289855076,0.435,0.209,0.576,0.521,13.64,BAIXA
2805505,1521,242.53385930309008,0.443,0.218,0.548,0.562,13.63,BAIXA
2406205,219,193.08219178082192,0.438,0.208,0.57,0.537,13.63,BAIXA
1100403,279,352.80645161290323,0.372,0.23,0.453,0.432,13.63,BAIXA
2921054,204,181.86274509803923,0.411,0.205,0.57,0.457,13.63,BAIXA
3165909,138,369.0797101449276,0.426,0.231,0.471,0.576,13.62,BAIXA
5204953,193,273.8333333333333,0.385,0.222,0.45,0.483,13.61,BAIXA
2302701,1573,309.170375079466,0.422,0.226,0.465,0.574,13.61,BAIXA
1702703,147,489.5034013605442,0.404,0.237,0.563,0.411,13.6,BAIXA
3118007,495,338.6222222222222,0.258,0.228,0.274,0.273,13.58,BAIXA
2108207,1561,257.4439461883408,0.375,0.219,0.433,0.473,13.57,BAIXA
2109007,311,319.3215434083601,0.366,0.226,0.449,0.422,13.56,BAIXA
2603108,200,179.555,0.423,0.203,0.598,0.469,13.56,BAIXA
3532306,70,331.3142857142857,0.344,0.227,0.424,0.381,13.56,BAIXA
2206605,334,164.50598802395209,0.446,0.198,0.514,0.626,13.55,BAIXA
4109302,174,388.9425287356322,0.343,0.231,0.413,0.386,13.54,BAIXA
3100203,273,391.9120879120879,0.29,0.231,0.334,0.305,13.53,BAIXA
3160702,1314,277.41552511415523,0.29,0.221,0.31,0.339,13.53,BAIXA
2900207,1163,128.9501289767842,0.51,0.182,0.613,0.736,13.53,BAIXA
2514800,128,235.640625,0.435,0.215,0.455,0.634,13.53,BAIXA
3537008,150,214.63333333333333,0.244,0.211,0.305,0.215,13.53,BAIXA
1100346,375,412.2053333333333,0.346,0.232,0.411,0.394,13.52,BAIXA
2512200,140,201.94285714285715,0.385,0.208,0.455,0.492,13.51,BAIXA
2305308,1104,217.58876811594203,0.383,0.211,0.45,0.489,13.5,BAIXA
4211900,2236,459.8926654740608,0.219,0.234,0.271,0.153,13.5,BAIXA
1703057,92,321.4673913043478,0.396,0.225,0.483,0.481,13.49,BAIXA
3102308,264,333.2310606060606,0.32,0.226,0.376,0.359,13.49,BAIXA
3102506,116,268.0689655172414,0.356,0.219,0.404,0.446,13.49,BAIXA
3121605,1917,323.4110589462702,0.318,0.225,0.351,0.379,13.48,BAIXA
2508604,129,247.33333333333331,0.468,0.216,0.66,0.528,13.48,BAIXA
3528502,2295,424.9446623093682,0.225,0.232,0.24,0.204,13.48,BAIXA
3135704,89,277.8988764044944,0.344,0.22,0.369,0.442,13.47,BAIXA
3518206,211,410.042654028436,0.231,0.231,0.234,0.229,13.47,BAIXA
4315602,5069,451.6470704280923,0.27,0.233,0.332,0.246,13.47,BAIXA
3549953,223,296.4080717488789,0.267,0.222,0.269,0.309,13.47,BAIXA
3536505,1667,350.07258548290343,0.211,0.227,0.213,0.192,13.47,BAIXA
4117107,185,428.8972972972973,0.25,0.232,0.249,0.27,13.47,BAIXA
3105103,205,434.4292682926829,0.245,0.232,0.279,0.224,13.46,BAIXA
2509701,2170,201.85115207373272,0.384,0.207,0.506,0.44,13.46,BAIXA
4315552,98,531.2857142857143,0.341,0.236,0.368,0.42,13.46,BAIXA
2906204,1502,190.62050599201064,0.419,0.204,0.48,0.572,13.45,BAIXA
5200852,80,356.4375,0.297,0.227,0.32,0.345,13.45,BAIXA
3144706,237,274.61181434599155,0.292,0.219,0.305,0.353,13.44,BAIXA
3158953,1251,302.1606714628297,0.329,0.222,0.389,0.375,13.43,BAIXA
3530508,407,359.2899262899263,0.213,0.227,0.201,0.211,13.43,BAIXA
2200053,218,174.60550458715596,0.432,0.199,0.535,0.563,13.42,BAIXA
2704807,199,201.0854271356784,0.439,0.206,0.577,0.534,13.42,BAIXA
2503803,189,162.6984126984127,0.434,0.195,0.657,0.45,13.42,BAIXA
3158102,144,192.66666666666663,0.422,0.204,0.439,0.624,13.42,BAIXA
3141405,438,306.8150684931507,0.4,0.222,0.498,0.481,13.41,BAIXA
2919959,147,207.6938775510204,0.446,0.207,0.562,0.57,13.39,BAIXA
5214051,154,345.27272727272725,0.381,0.225,0.439,0.479,13.38,BAIXA
4101200,261,270.8773946360153,0.358,0.217,0.466,0.39,13.36,BAIXA
3501806,76,554.8552631578947,0.249,0.235,0.275,0.236,13.36,BAIXA
3300225,105,255.8,0.295,0.215,0.353,0.317,13.36,BAIXA
3305901,74,193.86486486486487,0.333,0.203,0.392,0.403,13.35,BAIXA
2615201,122,152.81967213114754,0.397,0.19,0.504,0.498,13.35,BAIXA
4124103,1337,413.6851159311892,0.284,0.229,0.364,0.258,13.35,BAIXA
2407500,50,265.86,0.43,0.216,0.506,0.567,13.34,BAIXA
2801603,69,257.8260869565217,0.389,0.215,0.458,0.495,13.34,BAIXA
3116506,204,216.4656862745098,0.308,0.208,0.363,0.353,13.34,BAIXA
2307502,1834,213.45965103598687,0.421,0.207,0.513,0.543,13.32,BAIXA
3160900,39,307.46153846153845,0.356,0.22,0.453,0.396,13.29,BAIXA
3516853,38,211.55263157894737,0.233,0.206,0.282,0.211,13.29,BAIXA
5108857,65,415.6923076923077,0.362,0.228,0.425,0.433,13.29,BAIXA
3531100,1331,245.6130728775357,0.273,0.212,0.302,0.306,13.28,BAIXA
4315404,192,94.703125,0.422,0.151,0.614,0.5,13.27,BAIXA
2616308,1365,224.07692307692307,0.435,0.208,0.523,0.573,13.26,BAIXA
2209153,111,229.4144144144144,0.433,0.209,0.6,0.489,13.26,BAIXA
2918308,269,230.63197026022303,0.494,0.209,0.608,0.665,13.25,BAIXA
2509305,268,122.81716417910448,0.468,0.173,0.681,0.549,13.24,BAIXA
3540606,268,398.7985074626866,0.221,0.226,0.237,0.2,13.24,BAIXA
2200202,413,163.12590799031477,0.358,0.192,0.467,0.415,13.24,BAIXA
3520608,61,319.6393442622951,0.272,0.22,0.273,0.323,13.23,BAIXA
4300661,11,117.0,0.233,0.169,0.264,0.267,13.23,BAIXA
3303856,207,239.14492753623188,0.324,0.21,0.373,0.389,13.23,BAIXA
5103007,171,332.5672514619883,0.348,0.221,0.482,0.341,13.22,BAIXA
3203700,256,321.546875,0.35,0.22,0.415,0.414,13.22,BAIXA
3541901,120,370.4333333333333,0.3,0.224,0.34,0.335,13.22,BAIXA
2204501,264,233.74242424242425,0.378,0.209,0.506,0.42,13.22,BAIXA
5106422,539,309.9814471243043,0.376,0.219,0.481,0.427,13.22,BAIXA
2511806,335,247.41492537313437,0.446,0.211,0.553,0.575,13.21,BAIXA
2303600,143,333.8041958041958,0.475,0.221,0.548,0.657,13.21,BAIXA
3521606,75,406.8133333333333,0.298,0.226,0.342,0.325,13.21,BAIXA
2507804,221,237.1764705882353,0.41,0.209,0.536,0.485,13.19,BAIXA
1705607,134,419.23880597014926,0.41,0.226,0.523,0.48,13.17,BAIXA
1700251,73,385.5479452054794,0.383,0.224,0.427,0.497,13.17,BAIXA
4210704,82,511.5975609756098,0.408,0.23,0.473,0.522,13.17,BAIXA
2300309,2756,151.3320029027576,0.428,0.186,0.526,0.571,13.16,BAIXA
3170404,2183,376.18781493357767,0.288,0.223,0.33,0.311,13.15,BAIXA
3148509,209,188.83732057416267,0.415,0.198,0.501,0.545,13.14,BAIXA
5213855,63,270.1428571428572,0.306,0.213,0.289,0.417,13.14,BAIXA
2208874,161,225.93167701863356,0.499,0.206,0.574,0.716,13.13,BAIXA
3145455,170,133.14705882352942,0.34,0.177,0.433,0.409,13.13,BAIXA
3136504,192,243.69791666666663,0.416,0.209,0.517,0.523,13.13,BAIXA
2918555,115,246.1304347826087,0.461,0.209,0.582,0.591,13.11,BAIXA
3135407,90,331.8333333333333,0.354,0.219,0.468,0.376,13.11,BAIXA
2304657,176,217.8806818181818,0.46,0.204,0.574,0.602,13.11,BAIXA
2910727,5068,346.060773480663,0.357,0.22,0.452,0.4,13.1,BAIXA
2917508,4422,285.109000452284,0.375,0.214,0.452,0.46,13.1,BAIXA
3132701,1360,284.32132352941176,0.424,0.214,0.485,0.572,13.1,BAIXA
2804706,120,220.325,0.393,0.204,0.499,0.477,13.08,BAIXA
5100359,118,501.135593220339,0.367,0.228,0.414,0.46,13.08,BAIXA
2515500,496,252.31048387096772,0.389,0.209,0.43,0.529,13.06,BAIXA
3140704,187,300.19251336898395,0.306,0.215,0.378,0.326,13.06,BAIXA
